group-id	NR	NR	NR	NR	NR	HSD-NR	HSD-NR	HSD-NR	HSD-NR	HSD-NR	HSD-NR	HSD-NR
Bacteria|Actinobacteriota|Coriobacteriia|Coriobacteriales	5.6120114312355925e-05	0.0009925484793268447	0.00010570731406523904	0.0030527309863176157	0.0019834688365229047	0.010726957669774734	0.013425702164223188	0.010558695670595811	0.021830730112604432	0.007722884724588302	0.022530561256357634	0.023484051875219066
Bacteria|Proteobacteria|Gammaproteobacteria|Burkholderiales	0.005810590297263929	0.0009036635408796646	0.0036733291637670563	0.0007961258867195221	0.0014351378612384156	0.0010600011425162016	0.002362923580903281	0.0022117332022676623	0.0052851434798401745	0.008915388983532084	0.013429106808244847	0.018576936558009113
Bacteria|Actinobacteriota|Actinobacteria|Bifidobacteriales	0.0	0.0	0.0	0.006138405112775349	0.0	0.0014979656864300812	0.005943110824696131	0.006762310710381587	0.0	0.013798977853492335	0.04894262514499866	0.005608131791097091
Bacteria|Firmicutes|Clostridia|Christensenellales	0.00014677568358616164	0.0	0.0	0.00026354512112094526	7.446470034727629e-05	0.004785873421899497	0.0007876411936344271	0.0005253925614582185	0.01389393389030149	0.02129471890971039	0.001561524047470331	0.0
Bacteria|Firmicutes|Clostridia|Monoglobales	0.002011690251504451	0.0005333096306830808	0.0003919979563252614	0.008510311202863857	0.0006769518213388753	0.0	0.00019691029840860678	6.779258857525401e-05	0.011569197239375228	0.014310051107325384	0.03020433657535469	0.007360672975814932
Bacteria|Desulfobacterota|Desulfovibrionia|Desulfovibrionales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012041409371594624	0.014366837024417944	0.0	0.0
Bacteria|Patescibacteria|Saccharimonadia|Saccharimonadales	0.0	0.0	0.0	0.0009498605407067402	0.0	0.0028055120059410845	0.0011814617904516405	0.0038302812545018515	0.0024155466763530692	0.0282793867120954	0.0008476844829124655	0.0
Bacteria|Firmicutes|Bacilli|RF39	0.0	0.0	0.0007267377841985184	0.0	0.0	0.002335810900874025	0.005710398653849596	0.0070080588439668835	0.003432618961133309	0.013912549687677456	0.001115374319621665	0.0
Bacteria|Actinobacteriota|Actinobacteria|Pseudonocardiales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00010168888286288102	0.0	0.0	0.03198893548674935	0.005257623554153523
Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales	0.0	0.0	0.00029069511367940735	0.00016471570070059077	0.00014892940069455258	0.00035544948491561247	0.0019333011116481392	0.00045759997288296456	0.0016345804576825282	0.0	0.0027661283126617295	0.015071854188573432
Bacteria|Firmicutes|Clostridia|uncultured	0.0	0.0	0.0	0.0012957635121779807	0.0	0.0	0.0	0.00018642961858194852	0.000599346167816927	0.0	0.0007138395645578656	0.0
Bacteria|Cyanobacteria|Vampirivibrionia|Gastranaerophilales	0.0	0.0008147786024324845	0.0	0.00016471570070059077	0.0004400186838702689	5.0778497845087496e-05	0.0	0.0	0.001325826371231384	0.0	0.0	0.0
Bacteria|Firmicutes|Bacilli|Staphylococcales	0.0	0.0004147963794201739	0.0002730772280018675	0.00046669448531834056	0.0016382234076400782	0.0	0.0	0.0	0.0009081002542680712	0.0019307211811470755	0.0	0.0
Bacteria|Campilobacterota|Campylobacteria|Campylobacterales	0.0	0.0	0.0	3.843366349680452e-05	0.0	0.0	0.0	0.0	0.0023065746458409008	0.0	0.0	0.0
Bacteria|Firmicutes|Clostridia|Peptococcales	0.0002287973891196049	0.0	0.0011319491547819346	0.0006204291393055587	0.0003181673560292714	0.0010726957669774733	0.0	0.0004830221935986848	0.0007809662186705412	0.0	0.0008476844829124655	0.0
Bacteria|Firmicutes|Clostridia|Clostridia_vadinBB60_group	0.0	0.00047405300505162735	0.00011451625690400894	0.000351393494827927	0.00026401121032216136	0.00038718604606879215	0.0003401177881603208	6.779258857525401e-05	0.0005630221576462042	0.0	0.0	0.0
Bacteria|Actinobacteriota|Actinobacteria|Corynebacteriales	0.0	0.0	0.0	0.0	0.0003723235017363814	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales	3.8852386831631025e-05	0.0	7.487601412954432e-05	0.0	0.0	0.0	0.0	0.00013558517715050802	0.0	0.0	0.000223074863924333	0.0
Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales	0.0	0.0	0.0	0.0	0.0	0.00028562905037861716	0.0	0.0	0.0	0.0	0.000669224591772999	0.0
Bacteria|Deferribacterota|Deferribacteres|Deferribacterales	0.0	0.0	0.0	8.784837370698175e-05	0.0	0.0	0.0004117215330361778	0.0	0.0	0.0	0.0	0.0
Bacteria|Firmicutes|Clostridia|Eubacteriales	0.0	0.0	0.0	0.0	0.0	0.0	0.00035801872437928506	0.0	0.0	0.0	0.001695368965824931	0.0
Bacteria|Actinobacteriota|Actinobacteria|Micrococcales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006356701779876499	0.0	0.0	0.0
Bacteria|Proteobacteria|Alphaproteobacteria|Rhodobacterales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001249290176036343	0.0	0.0
Bacteria|Firmicutes|Bacilli|Exiguobacterales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0007138395645578656	0.0
Bacteria|Bacteroidota|Bacteroidia|Chitinophagales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0008517887563884157	0.0	0.0
Bacteria|Proteobacteria|Alphaproteobacteria|Rickettsiales	0.0	0.0	0.0	7.686732699360904e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Firmicutes|Bacilli|Acholeplasmatales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002542680711950599	0.0	0.0	0.0
Bacteria|Bacteroidota|Bacteroidia|Flavobacteriales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002542680711950599	0.0	0.0	0.0
Bacteria|Acidobacteriota|Acidobacteriae|Bryobacterales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006814310051107325	0.0	0.0
Bacteria|Actinobacteriota|Actinobacteria|Streptomycetales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0035050823694356818
Bacteria|Proteobacteria|Alphaproteobacteria|Caulobacterales	0.0	0.0	0.0	4.941471021017723e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Firmicutes|Clostridia|Clostridia	0.0	0.0	0.0	0.0	0.0	5.712581007572343e-05	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Chloroflexi|Anaerolineae|Anaerolineales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00045428733674048835	0.0	0.0
Bacteria|Cyanobacteria|Cyanobacteriia|Chloroplast	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00045428733674048835	0.0	0.0
Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales	0.0	0.0	0.0	0.0	0.0	0.0	8.950468109482126e-05	0.0	0.0	0.0	0.0	0.0
