group-id	STD-NC	STD-NC	STD-NC	STD-NC	STD-NC	STD-NC	STD-NC	STD-NR	STD-NR	STD-NR	STD-NR	STD-NR	STD-NR	STD-NR
subject_id	S210421121682	S210421121683	S210421121684	S210421121685	S210421121686	S210421121687	S210421121694	S210421121695	S210421121696	S210421121697	S210421121703	S210421121704	S210421121705	S210421121706
Bacteria|Bacteroidota|Bacteroidia|Bacteroidales	0.49509052676598475	0.36761154308769073	0.7172460289864905	0.5564913189945582	0.7063027115262538	0.1843797724290723	0.052142371344366355	0.5066345516801546	0.6019116702557709	0.36738714724459637	0.00946730623579904	0.1927283476204552	0.7689986752642158	0.5193059306208304
Bacteria|Firmicutes|Bacilli|Lactobacillales	0.008580440516073847	0.06183526381088581	0.08296937676501268	0.04296562524645944	0.05004080892355128	0.2658794175216709	0.08299957177762664	0.05529928236627183	0.005717380079841828	0.04331575592513183	0.13506690229739965	0.38811705586757317	0.010088051050385929	0.015553735187332088
Bacteria|Verrucomicrobiota|Verrucomicrobiae|Verrucomicrobiales	0.0005880675743103571	0.011762811709774878	0.03761968164047593	0.007914868686413466	0.0004715697832592727	0.01669140263706954	0.0	0.006699565952335251	0.08258717745286939	0.024627687315292347	0.0	0.0	0.0	0.0
Bacteria|Firmicutes|Bacilli|Erysipelotrichales	0.0025482928220115476	0.012615189369903492	0.0028240202854550233	0.010134411933706637	0.0017955926362564615	0.0006667957239035512	0.06657598428171994	0.005015386711082767	0.006410014230483459	0.10355218172335864	0.10571825296642262	0.0	0.010798477180694797	0.07008726197335628
Bacteria|Firmicutes|Clostridia|Oscillospirales	0.22296671181124814	0.2381922016914961	0.07339060525623955	0.13213042351589172	0.09269973700915933	0.2024262760534297	0.058137484571399785	0.22274508832653264	0.07414963416323497	0.08779046184157153	0.06368341327947488	0.14484185634052615	0.0672272068134045	0.10634228630535443
Bacteria|Firmicutes|Clostridia|Lachnospirales	0.23815845748093237	0.1782037561442223	0.03651721125876676	0.12926304404159672	0.07356488618844655	0.21025574842442624	0.0954683997078012	0.09313139693999492	0.07511932197413326	0.0890363330822275	0.05945468316081798	0.14247709133904818	0.10850714396158684	0.031385153662989676
Bacteria|Firmicutes|Clostridia|Clostridia_UCG-014	0.011583149190961579	0.07079470010512658	0.022872020149766362	0.0706704823281544	0.05283395302439467	0.07130412337871846	0.27522103831330763	0.035850727231073104	0.11619882378127873	0.17595758243031814	0.16618278212572582	0.08040201005025126	8.35795447422198e-06	0.17584641337322718
Bacteria|Firmicutes|Clostridia|Christensenellales	0.001220685722432105	0.0017426387718185003	0.0006826835825199081	0.004016584607411246	0.0019588283304615944	0.0013335914478071025	0.1671830524698355	0.0016346445576862348	0.0031357437001775664	0.002549689980877325	0.17754354960868468	0.0	0.0	0.002887906198585204
Bacteria|Firmicutes|Clostridia|Clostridiales	3.5640459049112556e-05	0.00743462736889958	0.0014925752860062587	0.0008224703403675204	0.0	0.0	0.011839089145822313	0.0003715101267468716	0.00010074678554787362	0.0	0.048472607927291085	0.00325155187703222	0.0010280284003293034	0.020520795007254476
