group-id	STD-NC	STD-NC	STD-NC	STD-NC	STD-NC	STD-NC	STD-NC	STD-NR	STD-NR	STD-NR	STD-NR	STD-NR	STD-NR	STD-NR
subject_id	S210421121682	S210421121683	S210421121684	S210421121685	S210421121686	S210421121687	S210421121694	S210421121695	S210421121696	S210421121697	S210421121703	S210421121704	S210421121705	S210421121706
Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Prevotellaceae	0.08510941620928078	0.030287819523236763	0.27234410644775564	0.00579109253354665	0.10974879840391766	0.011980813490783162	0.004987531172069825	0.10574416574305122	0.14609543239261022	0.03305904850205714	0.0006311537490532694	0.04640851315400532	0.3015299235665063	0.02702899707738339
Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Muribaculaceae	0.3915995438021242	0.3320673946603275	0.3911861733253051	0.5353493245603164	0.5752425863788881	0.1664408165021187	0.047154840172296535	0.38396190782833756	0.44667346707469113	0.33328504375036216	0.008836152486745772	0.1463198344664499	0.39788878069981154	0.4913814049385973
Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae	0.008580440516073847	0.06183526381088581	0.08276584377146637	0.04278535777459806	0.05004080892355128	0.2658794175216709	0.07793647195143455	0.05529928236627183	0.00521364615210246	0.04331575592513183	0.13071194142893208	0.38811705586757317	0.009114349354139068	0.014765808856708482
Bacteria|Verrucomicrobiota|Verrucomicrobiae|Verrucomicrobiales|Akkermansiaceae	0.0005880675743103571	0.011762811709774878	0.03761968164047593	0.007914868686413466	0.0004715697832592727	0.01669140263706954	0.0	0.006699565952335251	0.08258717745286939	0.024627687315292347	0.0	0.0	0.0	0.0
Bacteria|Firmicutes|Bacilli|Erysipelotrichales|Erysipelotrichaceae	0.0017731128376933494	0.01188593292734901	0.0028240202854550233	0.009892177518392916	0.0015779450439829508	0.00017207631584607774	0.05992594271896017	0.002965889178529191	0.006410014230483459	0.10230631048270267	0.10344609946983085	0.0	0.0068618806233362445	0.07006643572673188
Bacteria|Firmicutes|Clostridia|Oscillospirales|Ruminococcaceae	0.10015860004276855	0.0981086686808035	0.037013322930535886	0.030290568631206553	0.025156434206946587	0.04650362435740251	0.04131086425350765	0.11562014327907222	0.022844333622980342	0.020745204844410964	0.03540772532188841	0.04522613065326633	0.009749553894179938	0.04656748745218641
Bacteria|Firmicutes|Clostridia|Lachnospirales|Lachnospiraceae	0.23805153610378502	0.17755026660479037	0.036402723949896965	0.12848000721069888	0.07356488618844655	0.21025574842442624	0.0954683997078012	0.09258651542076618	0.07345700001259335	0.0890363330822275	0.05945468316081798	0.14247709133904818	0.10850714396158684	0.03134003012863679
Bacteria|Firmicutes|Clostridia|Oscillospirales|[Eubacterium]_coprostanoligenes_group	0.004134293249697056	0.0868572835671058	0.021553295962414242	0.01864078326216524	0.032193706357123424	0.10595599148222237	0.0029219879593944433	0.013269103360309096	0.022516906569949754	0.05803442081474185	0.007384498863923252	0.09074785693171741	0.0500056416192701	0.03858409291282827
Bacteria|Firmicutes|Clostridia|Clostridia_UCG-014|Clostridia_UCG-014	0.011583149190961579	0.07079470010512658	0.022872020149766362	0.0706704823281544	0.05283395302439467	0.07130412337871846	0.27522103831330763	0.035850727231073104	0.11619882378127873	0.17595758243031814	0.16618278212572582	0.08040201005025126	8.35795447422198e-06	0.17584641337322718
Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Bacteroidaceae	0.009542732910399886	0.0011080909581671985	0.03331156661041241	0.008962673366607703	0.014926997370091594	0.005183799014863092	0.0	0.004699603103347926	0.004193584948430239	0.00020281624847887813	0.0	0.0	0.04079517578867748	0.0003158647404702566
Bacteria|Firmicutes|Clostridia|Christensenellales|Christensenellaceae	0.001220685722432105	0.0017426387718185003	0.0006826835825199081	0.004016584607411246	0.0019588283304615944	0.0013335914478071025	0.1671830524698355	0.0016346445576862348	0.0031357437001775664	0.002549689980877325	0.17754354960868468	0.0	0.0	0.002887906198585204
Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiaceae	3.5640459049112556e-05	0.00743462736889958	0.0014925752860062587	0.0008224703403675204	0.0	0.0	0.011839089145822313	0.0003715101267468716	0.00010074678554787362	0.0	0.048472607927291085	0.00325155187703222	0.0010280284003293034	0.020520795007254476
Bacteria|Firmicutes|Bacilli	0.0	0.000899731974580204	0.002433915381157933	0.006850163930732224	0.003990205858347692	0.0033769976984792754	0.004357792387717575	0.023665195073775718	0.008651630208923646	0.023497711073767167	0.027960111083059833	0.01093703813183565	0.0017217386216897277	0.0017563467986587897
Bacteria|Firmicutes|Clostridia|Oscillospirales|Oscillospiraceae	0.11588495259818947	0.050564936971407466	0.013704554898784738	0.07838255010872382	0.03446086877663916	0.04613796218622959	0.013904632358497695	0.09170108295201947	0.02676086491115393	0.008431361186764791	0.020891189093663217	0.008867868755542418	0.0044464317802860925	0.018819984866260787
Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Tannerellaceae	0.00032076413144201295	0.0004830140074062148	0.008637431413621445	0.0009464042272722151	0.0028112814001995104	0.0	0.0	0.002464350507420915	0.002291989371214125	0.0008402387436982094	0.0	0.0	0.02748931226571609	0.0004928878367777631
Bacteria|Firmicutes|Clostridia|Peptostreptococcales-Tissierellales|Peptostreptococcaceae	0.00028512367239290045	0.02041918039152547	0.001344165811545409	0.010359746273533355	0.0019406910311054685	0.0	0.00982392503589511	0.001832783291951233	0.0008563476771569257	0.02233876108245929	0.050870992173693515	0.0	0.005052383479667186	0.007542572319141403
Bacteria|Proteobacteria|Gammaproteobacteria|Burkholderiales|Sutterellaceae	0.0016661914605460117	0.0016289884171346851	0.00407065987092616	0.003329314870939757	0.0017593180375442097	0.00043019078961519436	0.0005793596816040706	0.004179488925902306	0.0017252887025073357	0.0	0.0	0.0	0.005395059613110287	0.001596678907871627
Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Rikenellaceae	0.0085180697127379	0.0036652239385530417	0.011766751189395932	0.005441824306815237	0.003573047973156797	0.0007743434213073498	0.0	0.00976452449799694	0.0026571964688251667	0.0	0.0	0.0	0.0009068380604530847	0.0
Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae	0.00040986527906479436	0.0023677157225794844	0.0004325076112859045	0.0017857746431267393	0.0002539221909857622	0.002581144737691166	0.00987430413864329	0.00202473019077045	0.004243958341204176	0.01002491742481312	0.027896995708154508	0.011232633757020397	0.0009360909011128616	0.0016903970176814834
Bacteria|Patescibacteria|Saccharimonadia|Saccharimonadales|Saccharimonadaceae	0.0005078765414498539	0.0012880373530832394	0.001178795254289034	0.0003323681512444089	0.0	0.002129444408595212	0.006347766946270687	0.0014860405069874864	0.0012341481229614518	0.009851074926116938	0.015778843726331735	0.0029559562518474726	0.0	0.022804740053731717
Bacteria|Firmicutes|Clostridia|Monoglobales|Monoglobaceae	0.00516786656212132	0.009584513245001753	5.5123519085458415e-05	0.00016900075487003843	0.0	0.0020864253296336926	0.060253406886823346	0.016686996526380313	0.00034002040122407346	0.0010430549921770875	0.03534460994698309	0.023056458764410287	0.0	0.0022804740053731717
Bacteria|Firmicutes|Clostridia|Peptococcales|Peptococcaceae	0.003866989806828712	0.0044418346955591125	0.007060050713637559	0.006855797289227892	0.0028294186995556363	0.0005162289475382332	0.00022670596236681024	0.0008854324687467106	0.0005792940169002732	0.00043460624674045313	0.0013254228730118656	0.0	0.0	0.00014231268526681892
Bacteria|Firmicutes|Negativicutes|Veillonellales-Selenomonadales|Selenomonadaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00709590334861446	0.001044783372324695
Bacteria|Actinobacteriota|Actinobacteria|Bifidobacteriales|Bifidobacteriaceae	0.0	0.0	0.0032734889795364534	0.0028279459648253096	0.0013602974517094404	0.0	0.0015113730824454017	0.0	0.0	0.004606826215448803	0.0008836152486745772	0.0	0.0	0.00197849342931919
Bacteria|Firmicutes|Clostridia|Clostridia_vadinBB60_group|Clostridia_vadinBB60_group	0.0007395395252690855	0.0009470862890317937	0.000407065987092616	0.0008168369818718523	0.0	0.0007313243423458304	0.0	0.012588001461273165	0.0	0.0	0.0003155768745266347	0.0	0.0037527215589256684	0.0001735520552034377
Bacteria|Desulfobacterota|Desulfovibrionia|Desulfovibrionales|Desulfovibrionaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0018203996210596708	0.0	0.0	0.0	0.0	0.003723468718265892	0.003405091323091448
Bacteria|Actinobacteriota|Coriobacteriia|Coriobacteriales|uncultured	0.00017820229524556275	0.0004924848702965327	0.0	0.00014646732088736662	0.0	0.0006237766449420318	0.012015416005440944	0.000575840696457651	0.0008059742843829889	0.001129976241525178	0.005869729866195405	0.0	0.0	0.0005310692889225194
