group-id	STD-NC	STD-NC	STD-NC	STD-NC	STD-NC	STD-NC	STD-NC	STD-NR	STD-NR	STD-NR	STD-NR	STD-NR	STD-NR	STD-NR
subject_id	S210421121682	S210421121683	S210421121684	S210421121685	S210421121686	S210421121687	S210421121694	S210421121695	S210421121696	S210421121697	S210421121703	S210421121704	S210421121705	S210421121706
Bacteria|Bacteroidota	0.49509052676598475	0.36761154308769073	0.7172460289864905	0.5564913189945582	0.7063027115262538	0.1843797724290723	0.052142371344366355	0.5066345516801546	0.6019116702557709	0.36738714724459637	0.00946730623579904	0.1927283476204552	0.7689986752642158	0.5193059306208304
Bacteria|Firmicutes	0.4995901347209352	0.6118556261661	0.23448272937744347	0.42158928309879784	0.28315951754783714	0.7869049923641135	0.8537494647220333	0.47308718723491205	0.30334857128464743	0.5723474532073941	0.8891062862913406	0.7930830623706769	0.21593611179599906	0.4432311227429555
Bacteria|Verrucomicrobiota	0.0005880675743103571	0.011762811709774878	0.03761968164047593	0.007914868686413466	0.0004715697832592727	0.01669140263706954	0.0	0.006699565952335251	0.08258717745286939	0.024627687315292347	0.0	0.0	0.0	0.0
Bacteria|Proteobacteria	0.0026730344286834415	0.005246858041236137	0.00517737052333421	0.005492524533276249	0.0020132402285299718	0.004215869738228905	0.041890223935111714	0.007411627028600088	0.009545757930661024	0.016920669873094978	0.058444837162332744	0.011232633757020397	0.00992924991537571	0.005886885712500608
Bacteria|Patescibacteria	0.0005078765414498539	0.0012880373530832394	0.001178795254289034	0.0003323681512444089	0.0	0.002129444408595212	0.006347766946270687	0.0014860405069874864	0.0012341481229614518	0.009851074926116938	0.015778843726331735	0.0029559562518474726	0.0	0.022804740053731717
Bacteria|Actinobacteriota	0.000579157459548079	0.0021688276018828074	0.0035491065749637457	0.0037067498901495093	0.0015779450439829508	0.005484932567593728	0.042671100027708506	0.0007801712661684303	0.0010578412482526729	0.008865967433505244	0.02612976521080535	0.0	0.0005975937449068715	0.004144423078258093
Bacteria|Desulfobacterota	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0018203996210596708	0.0	0.0	0.0	0.0	0.003723468718265892	0.003405091323091448
Bacteria|Cyanobacteria	0.00029403378715517857	0.0	0.0007462876430031294	0.004405286343612335	0.006475015870136936	0.0	0.0024937655860349127	0.0005015386711082766	0.00018890022290226304	0.0	0.001072961373390558	0.0	0.0	0.00011107331533020014
Bacteria|Campilobacterota	0.0	6.629604023222555e-05	0.0	0.0	0.0	0.00019358585532683746	0.0003274641678631704	0.0	0.0	0.0	0.0	0.0	0.0006393835172779814	0.00045817742573707557
Eukaryota	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0013993548107465495	0.0	0.0	0.0	0.0	0.0	0.0
Archaea|Euryarchaeota	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.357954474221979e-05	0.00046164846684114435
Bacteria|Deferribacterota	0.0006771687219331385	0.0	0.0	6.760030194801537e-05	0.0	0.0	0.0	0.0	0.00012593348193484202	0.0	0.0	0.0	0.0	0.0
Bacteria|Elusimicrobiota	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.193749921644177e-05	0.0001909072607237815
Bacteria|Chloroflexi	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001795632279276546	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Acidobacteriota	0.0	0.0	0.0	0.0	0.0	0.0	0.00037784327061135043	0.0	0.0	0.0	0.0	0.0	0.0	0.0
