group-id	NC	NC	NC	NC	STD-NC	STD-NC	STD-NC	STD-NC	STD-NC	STD-NC	STD-NC
subject_id	S210421121673	S210421121674	S210421121675	S210421121676	S210421121682	S210421121683	S210421121684	S210421121694	S210421121695	S210421121696	S210421121697
Bacteria|Bacteroidota|Bacteroidia	0.6527143532389811	0.7479597377103955	0.7843362365879134	0.8695388191619468	0.4945611987634634	0.36767227089746624	0.7167175905718027	0.05208988650947432	0.5067229024606257	0.6020030234315948	0.36721889727354207
Bacteria|Verrucomicrobiota|Verrucomicrobiae	0.03039950623264099	0.0038257528296370548	0.15257192676547515	0.0031420492492909248	0.0005879785120580139	0.01176414870944826	0.03759752175036975	0.0	0.006701225667800053	0.08261526832955404	0.024575707635816926
Bacteria|Firmicutes|Bacilli	0.01272700993394299	0.06505728883876985	0.013008537122238815	0.030952112480592587	0.012525724059902538	0.07694056358039308	0.0894805761676124	0.1753441203855155	0.08613118795018054	0.028810783572688334	0.1898979385318183
Bacteria|Firmicutes|Clostridia	0.3000730494431445	0.13699202272062816	0.03785164915794108	0.07099643510768404	0.48759454427210935	0.5349088325834714	0.14557173913964733	0.6786280480132867	0.3868502381350526	0.2744268077601411	0.3827449619799347
Bacteria|Proteobacteria|Gammaproteobacteria	0.003457152790527792	0.04332790377145721	0.012136697540721815	0.006904268329704834	0.0025389981202505146	0.00522851053753256	0.0048268234077627524	0.04124411786909585	0.007165728371205787	0.009536407155454774	0.01688495677566716
Bacteria|Proteobacteria|Alphaproteobacteria	0.0	0.0008269640395940359	0.0	0.012028258927409772	0.00013363148001318498	0.0	0.00033478406427854036	0.0005787765167719369	0.0002477347751497247	0.0	0.0
Bacteria|Patescibacteria|Saccharimonadia	0.0	4.176586058555736e-05	0.0	0.0010516866017295367	0.0005077996240501029	0.001288183755623964	0.0011865764303543203	0.0063413774881099175	0.0014864086508983483	0.0012345679012345679	0.009830283054326771
Bacteria|Cyanobacteria|Vampirivibrionia	0.00024219601470364192	0.0005735844853749878	0.0	0.004790052996331023	0.00029398925602900695	0.0	0.0007458480419370013	0.0021892850851808047	0.0005016629196781925	0.0001889644746787604	0.0
Bacteria|Actinobacteriota|Actinobacteria	0.0	0.0007963357418312938	8.63207506452476e-06	8.673703931789992e-05	0.0	2.841581813876391e-05	0.00333512732388875	0.00332167392234329	0.0	0.0	0.004597102957758696
Bacteria|Actinobacteriota|Coriobacteriia	0.0001328171693536101	0.0003202049311559398	8.632075064524761e-05	0.00037296926906696967	0.0005790697467238016	0.0021027705422685295	0.00020341310234645488	0.039205817962203376	0.0007803645417216328	0.0010582010582010583	0.004250151791135397
Bacteria|Deferribacterota|Deferribacteres	0.00025391517670543106	0.00025894833563045567	0.0	0.00013661083692569239	0.0006770661654001372	0.0	0.0	0.0	0.0	0.00012597631645250694	0.0
Bacteria|Desulfobacterota|Desulfovibrionia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0018332373361079628	0.0	0.0
Eukaryota	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0013997014795959445	0.0	0.0
Bacteria|Chloroflexi|Chloroflexia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001796077119835504	0.0	0.0
Bacteria|Acidobacteriota|Blastocatellia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00037746294572082843	0.0	0.0	0.0
Bacteria|Campilobacterota|Campylobacteria	0.0	1.9490734939926772e-05	0.0	0.0	0.0	6.63035756571158e-05	0.0	0.0003271345529580513	0.0	0.0	0.0
Bacteria|Cyanobacteria|Cyanobacteriia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00035229874933943986	0.0	0.0	0.0
