group-id	NC	NC	NC	NC	STD-NC	STD-NC	STD-NC	STD-NC	STD-NC	STD-NC	STD-NC
subject_id	S210421121673	S210421121674	S210421121675	S210421121676	S210421121682	S210421121683	S210421121684	S210421121694	S210421121695	S210421121696	S210421121697
Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Prevotellaceae	0.0968041845221121	0.005165044759080594	0.21726932937408824	0.20395347425210988	0.08503416511505671	0.030291262135922332	0.2721709687125222	0.004982510883514935	0.10575797551141748	0.14606953892668179	0.032989273426431896
Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Muribaculaceae	0.4182568918438539	0.3127594704088878	0.4791837509818985	0.564885810687738	0.39115715952926083	0.3321240824058726	0.39088370279650636	0.04710737562595939	0.3840322550677245	0.4468757873519778	0.3331887703472403
Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Bacteroidaceae	0.10457789531663222	0.32153865430397194	0.06495204882301657	0.06666608841973788	0.009532378907607195	0.0011082169074117926	0.03327499332550758	0.0	0.004700767358466027	0.004106827916351726	0.00020238818053025704
Bacteria|Verrucomicrobiota|Verrucomicrobiae|Verrucomicrobiales|Akkermansiaceae	0.03039950623264099	0.0038257528296370548	0.15257192676547515	0.0031420492492909248	0.0005879785120580139	0.01176414870944826	0.03759752175036975	0.0	0.006701225667800053	0.08261526832955404	0.024575707635816926
Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Tannerellaceae	0.0066916415030215904	0.08184716479416392	0.022931107408910027	0.00821616604938807	0.00032071555203164393	0.0004830689083589865	0.008636581303793231	0.0	0.002464961012739761	0.002292768959435626	0.0008384653193396363
Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae	0.009812844982831428	0.050188642470311434	0.007272523241862111	0.023590306268485833	0.008579141016846476	0.06184229220932986	0.08269590164976502	0.07785802360401621	0.055282015074661066	0.005215419501133787	0.04322433284181918
Bacteria|Firmicutes|Clostridia|Peptostreptococcales-Tissierellales|Peptostreptococcaceae	0.002519619830384662	0.11624831196313466	0.0012775471095496647	0.013058261269309833	0.0002850804906947946	0.020421501302391665	0.0013645628949074682	0.009814036588741538	0.0018332373361079628	0.0008566389518770471	0.02229161245554688
Bacteria|Firmicutes|Clostridia|Lachnospirales|Lachnospiraceae	0.19112781308717885	0.016235782204959	0.021437758422747245	0.018177915015048875	0.23841637787419043	0.17739995264030312	0.03644908527670539	0.0965550215153879	0.09244223134711978	0.07340639959687578	0.08928210021106196
Bacteria|Proteobacteria|Gammaproteobacteria|Burkholderiales|Sutterellaceae	0.0006250219734287533	0.041392752230993056	0.004980707312230787	0.0064814252630300715	0.001665939117497706	0.001629173573289131	0.004068262046929098	0.0005787765167719369	0.004180524330651605	0.0017258755353993448	0.0
Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Rikenellaceae	0.026383740053361252	0.026649403444291304	0.0	0.02581727975297291	0.00851677965950699	0.003665640539900545	0.011751344433473322	0.0	0.009766943510277896	0.0026581002771478963	0.0
Bacteria|Firmicutes|Clostridia|Oscillospirales|Ruminococcaceae	0.013570789598071807	0.00013921953528519122	0.0027191036453252998	0.007337953526294333	0.10009888729520976	0.09808193227563343	0.03699999576222703	0.04126928206547724	0.115630206301134	0.022965482489292012	0.020701419608523435
