group-id	NC	NC	NC	NC	STD-NC	STD-NC	STD-NC	STD-NC	STD-NC	STD-NC	STD-NC
subject_id	S210421121673	S210421121674	S210421121675	S210421121676	S210421121682	S210421121683	S210421121684	S210421121694	S210421121695	S210421121696	S210421121697
Bacteria|Bacteroidota|Bacteroidia|Bacteroidales	0.6527143532389811	0.7479597377103955	0.7843362365879134	0.8695388191619468	0.4945611987634634	0.36767227089746624	0.7167175905718027	0.05208988650947432	0.5067229024606257	0.6020030234315948	0.36721889727354207
Bacteria|Verrucomicrobiota|Verrucomicrobiae|Verrucomicrobiales	0.03039950623264099	0.0038257528296370548	0.15257192676547515	0.0031420492492909248	0.0005879785120580139	0.01176414870944826	0.03759752175036975	0.0	0.006701225667800053	0.08261526832955404	0.024575707635816926
Bacteria|Firmicutes|Bacilli|Lactobacillales	0.010230828427561907	0.051669938325745866	0.008260895836750196	0.023666201177888993	0.008579141016846476	0.06184229220932986	0.08289931475211147	0.08291602707667531	0.055282015074661066	0.0057193247669438145	0.04322433284181918
Bacteria|Firmicutes|Clostridia|Peptostreptococcales-Tissierellales	0.003148548191147345	0.11624831196313466	0.0017307310504372146	0.01369361008231345	0.003144794162976953	0.022798958086668247	0.0024833349578129702	0.009814036588741538	0.0029170769773880084	0.00418241370622323	0.024142018677537805
Bacteria|Firmicutes|Clostridia|Lachnospirales	0.19112781308717885	0.016291470019073075	0.021437758422747245	0.018312357425991622	0.23852328305820097	0.1780440445181151	0.03656350514677527	0.0965550215153879	0.09298724785244916	0.07506928697404888	0.08928210021106196
Bacteria|Proteobacteria|Gammaproteobacteria|Burkholderiales	0.0007344008187787852	0.04181876400896574	0.0051145044757309206	0.006579004432262709	0.001772844301508254	0.0020554108453705896	0.004314052878931064	0.021616044691612775	0.004744120944117228	0.0048500881834215165	0.004654928152195912
Bacteria|Firmicutes|Clostridia|Oscillospirales	0.09490568027782227	0.003728299154937421	0.011191485321156353	0.02531637335091204	0.22319129791802153	0.238115084063462	0.07330923453106923	0.05795314426633785	0.222942717526616	0.07422524565381708	0.08751843178072687
Bacteria|Firmicutes|Bacilli	0.0018320956596130332	0.004772445669576355	0.004117499805778311	0.0028319643337294323	0.0	0.0008998342410608572	0.002428243909260805	0.0043534059739802206	0.023664864396177453	0.008654572940287226	0.023448116344291208
Bacteria|Firmicutes|Bacilli|Erysipelotrichales	0.0006640858467680504	0.007133608988013198	0.0006301414797103076	0.004421420579229948	0.0025479068855847266	0.012616623253611178	0.0028181190220915105	0.06650897103600996	0.0050042424580244394	0.006424792139077854	0.10333362245930552
