group-id	NC	NC	NC	NC	STD-NC	STD-NC	STD-NC	STD-NC	STD-NC	STD-NC	STD-NC
subject_id	S210421121673	S210421121674	S210421121675	S210421121676	S210421121682	S210421121683	S210421121684	S210421121694	S210421121695	S210421121696	S210421121697
Bacteria|Bacteroidota	0.6527143532389811	0.7479597377103955	0.7843362365879134	0.8695388191619468	0.4945611987634634	0.36767227089746624	0.7167175905718027	0.05208988650947432	0.5067229024606257	0.6020030234315948	0.36721889727354207
Bacteria|Verrucomicrobiota	0.03039950623264099	0.0038257528296370548	0.15257192676547515	0.0031420492492909248	0.0005879785120580139	0.01176414870944826	0.03759752175036975	0.0	0.006701225667800053	0.08261526832955404	0.024575707635816926
Bacteria|Firmicutes	0.3128000593770875	0.202049311559398	0.050860186280179895	0.10194854758827662	0.5001202683320118	0.6118493961638646	0.23505231530725973	0.8539721683988022	0.47298142608523314	0.3032375913328294	0.5726429005117529
Bacteria|Proteobacteria	0.003457152790527792	0.04415486781105125	0.012136697540721815	0.018932527257114605	0.0026726296002636996	0.00522851053753256	0.005161607472041293	0.04182289438586779	0.007413463146355511	0.009536407155454774	0.01688495677566716
Bacteria|Patescibacteria	0.0	4.176586058555736e-05	0.0	0.0010516866017295367	0.0005077996240501029	0.001288183755623964	0.0011865764303543203	0.0063413774881099175	0.0014864086508983483	0.0012345679012345679	0.009830283054326771
Bacteria|Cyanobacteria	0.00024219601470364192	0.0005735844853749878	0.0	0.004790052996331023	0.00029398925602900695	0.0	0.0007458480419370013	0.0025415838345202446	0.0005016629196781925	0.0001889644746787604	0.0
Bacteria|Actinobacteriota	0.0001328171693536101	0.0011165406729872335	9.495282570977237e-05	0.0004597063083848696	0.0005790697467238016	0.002131186360407293	0.003538540426235205	0.042527491884546666	0.0007803645417216328	0.0010582010582010583	0.008847254748894093
Bacteria|Deferribacterota	0.00025391517670543106	0.00025894833563045567	0.0	0.00013661083692569239	0.0006770661654001372	0.0	0.0	0.0	0.0	0.00012597631645250694	0.0
Bacteria|Desulfobacterota	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0018332373361079628	0.0	0.0
Eukaryota	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0013997014795959445	0.0	0.0
Bacteria|Chloroflexi	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001796077119835504	0.0	0.0
Bacteria|Acidobacteriota	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00037746294572082843	0.0	0.0	0.0
Bacteria|Campilobacterota	0.0	1.9490734939926772e-05	0.0	0.0	0.0	6.63035756571158e-05	0.0	0.0003271345529580513	0.0	0.0	0.0
