group-id	NC	NC	NC	NC	STD-NC	STD-NC	STD-NC	STD-NC	STD-NC	STD-NC	STD-NC
subject_id	S210421121673	S210421121674	S210421121675	S210421121676	S210421121682	S210421121683	S210421121684	S210421121694	S210421121695	S210421121696	S210421121697
Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotellaceae_NK3B31_group|uncultured_bacterium	0.030270595450621312	0.0005680157039635802	0.13935621984168775	0.19032925380125074	0.06822332492939803	0.02609519299076486	0.2177325371970522	0.004051435617403558	0.08641608294160272	0.11788863693625598	0.020180992858588487
Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Muribaculaceae|Muribaculaceae|uncultured_bacterium	0.37604056392607554	0.24424675270433946	0.35621984168774334	0.46871611834401644	0.3262478953041898	0.27854132133554343	0.3274145770914469	0.04491809054077858	0.3389259458823384	0.4164021164021164	0.2834301905340157
Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides|Bacteroides_fragilis	0.02208671398603857	0.2091634298124713	0.004113183768246049	0.017399450087170726	0.0007572450534080482	0.0	0.002123124255741123	0.0	0.0007741711723428897	0.0	0.00020238818053025704
Bacteria|Verrucomicrobiota|Verrucomicrobiae|Verrucomicrobiales|Akkermansiaceae|Akkermansia	0.03039950623264099	0.0038257528296370548	0.15257192676547515	0.0031420492492909248	0.0005879785120580139	0.01176414870944826	0.03759752175036975	0.0	0.006701225667800053	0.08261526832955404	0.024575707635816926
Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotellaceae_UCG-001|uncultured_bacterium	0.06653358907149079	0.004597029055117014	0.07791310953240049	0.01362422045085913	0.01681084018565867	0.004196069145157471	0.05443843151546999	0.0009310752661113767	0.019341892569814757	0.027954144620811288	0.01280828056784341
Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides|Bacteroides_caecimuris	0.014633326952900687	0.10638321569282602	0.0	0.01301922960161678	0.00420493723774822	0.000672507695950746	0.0012331919329753827	0.0	0.0033877730501724853	0.0	0.0
Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides	0.0677836330183483	0.00599200879867463	0.06083886505477051	0.03624740873095038	0.004570196616450926	0.00043570921146104664	0.029918677136791073	0.0	0.0005388231359506513	0.004106827916351726	0.0
Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Tannerellaceae|Parabacteroides|Parabacteroides_goldsteinii	0.0066916415030215904	0.08184716479416392	0.022931107408910027	0.00821616604938807	0.00032071555203164393	0.0004830689083589865	0.008636581303793231	0.0	0.002464961012739761	0.002292768959435626	0.0008384653193396363
Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Muribaculaceae|Muribaculaceae	0.02507119390916087	0.06607637583705746	0.1046207497820401	0.06602423432878542	0.061684291174086185	0.05127160786170969	0.045369597369190544	0.0018118221394599764	0.04368183422827521	0.028269085411942556	0.04837077514673143
Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Lactobacillus	0.008336230570605998	0.029731723955505437	0.005226721451569743	0.01587938347312453	0.0042762073604219195	0.050011839924224484	0.07324990570955152	0.06409320818339666	0.04575041960077541	0.003854875283446712	0.029548674357417527
Bacteria|Firmicutes|Clostridia|Peptostreptococcales-Tissierellales|Peptostreptococcaceae|Romboutsia	0.002519619830384662	0.09861476562391235	0.0012775471095496647	0.013058261269309833	0.0002850804906947946	0.020421501302391665	0.0013645628949074682	0.009814036588741538	0.0018332373361079628	0.0008566389518770471	0.02229161245554688
Bacteria|Firmicutes|Clostridia|Lachnospirales|Lachnospiraceae|Lachnospiraceae_NK4A136_group	0.09541741701856706	0.0	0.0004272877156939757	0.0033155233279267247	0.04336786964694563	0.0143310442813166	0.0035173515614074493	0.0	0.018722555631940446	0.006072058453010834	0.0006939023332465955
Bacteria|Proteobacteria|Gammaproteobacteria|Burkholderiales|Sutterellaceae|Parasutterella	0.0006250219734287533	0.041392752230993056	0.004980707312230787	0.0064814252630300715	0.001665939117497706	0.001629173573289131	0.004068262046929098	0.0005787765167719369	0.004180524330651605	0.0017258755353993448	0.0
Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Rikenellaceae|Alistipes|uncultured_bacterium	0.024567269943083937	0.025683219869412077	0.0	0.021430553989470122	0.008196064107475346	0.0034383139947904333	0.00941209375648909	0.0	0.00854065637328676	0.0026581002771478963	0.0
Bacteria|Firmicutes|Clostridia|Oscillospirales|Ruminococcaceae|[Eubacterium]_siraeum_group|uncultured_bacterium	0.0	0.0	0.0	0.0007264227042874118	0.04663738652460155	0.0006156760596732181	0.0005297216206938929	0.0	0.06640530647888371	0.0033005794910556815	0.0049151415271633855
Bacteria|Firmicutes|Clostridia|Lachnospirales|Lachnospiraceae	0.0740299463653019	0.0004984059363209846	0.002675943270002676	0.012368701806732529	0.16381437696549636	0.06727918541321336	0.016345090328130762	0.04630212134175495	0.034689061890340205	0.026077097505668934	0.034116864717957614
Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Lactobacillus|Lactobacillus_intestinalis	0.0014766144122254298	0.0190758607247769	0.0020458017902923683	0.006945468423380836	0.0	0.0012124082405872603	0.00207650875312006	0.012204635244973451	0.0012882208307785684	0.0013605442176870747	0.013675658484401654
Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Muribaculaceae|Muribaculum|uncultured_bacterium	0.008875312022688297	0.0003564020103300895	0.01448462195827255	0.013483272761967542	0.0022450088642215075	0.0012029363012076722	0.006538883685845415	0.0	0.0009599722537051832	0.0	0.0
Bacteria|Firmicutes|Clostridia|Oscillospirales|Ruminococcaceae	0.003429808079190284	0.0	0.0002805424395970547	0.0004380220485553946	0.03687337971830484	0.06085721051385271	0.004822585634797202	0.00035229874933943986	0.010918910214724116	0.009586797682035778	0.0012432416804001502
Bacteria|Firmicutes|Bacilli	0.0018320956596130332	0.004772445669576355	0.004117499805778311	0.0028319643337294323	0.0	0.0008998342410608572	0.002428243909260805	0.0043534059739802206	0.023664864396177453	0.008654572940287226	0.023448116344291208
Bacteria|Firmicutes|Clostridia|Oscillospirales|[Eubacterium]_coprostanoligenes_group|[Eubacterium]_coprostanoligenes_group	0.0	0.0	0.0	0.0	0.002387549109568905	0.08391191096376983	0.013548160170867006	0.0	0.012522992883818584	0.021730914588057443	0.05736259288171856
Bacteria|Firmicutes|Clostridia|Oscillospirales|Ruminococcaceae|Ruminococcus	0.00012109800735182096	0.0	0.0	0.005609718017885177	0.0024053666402373297	0.028813639592706608	0.031130680204938702	0.01240594881602456	0.023355195927240297	0.00042831947593852354	0.0005782519443721629
Bacteria|Firmicutes|Clostridia|Lachnospirales|Lachnospiraceae|[Eubacterium]_ruminantium_group|uncultured_bacterium	0.0	0.0	0.0	0.0	0.002040107261534624	0.058006156760596735	0.0036444847503739834	0.0	0.0	0.0	0.0
Bacteria|Firmicutes|Clostridia|Oscillospirales|[Eubacterium]_coprostanoligenes_group|[Eubacterium]_coprostanoligenes_group|uncultured_bacterium	0.021258559871245475	0.0	0.0	0.0007112437224067793	0.0011581394934476032	0.002311153208619465	0.00670839460446746	0.001711165353934422	0.00026012151390721093	0.0005668934240362812	0.0
Bacteria|Firmicutes|Clostridia|Oscillospirales|Oscillospiraceae|UCG-005|uncultured_bacterium	0.00015625549335718833	0.001901738851995712	0.0	0.0	0.0	0.0	0.0	0.002239613477943582	0.03807064157113394	0.0	0.0
Bacteria|Firmicutes|Bacilli|Erysipelotrichales|Erysipelotrichaceae|Turicibacter|uncultured_bacterium	0.0	0.0009773211377020424	0.0	0.0010169917860023765	0.0	0.009595074591522614	0.0016018781809783323	0.007071139183170185	0.0011271932269312473	0.005618543713781809	0.1004134501402261
Bacteria|Firmicutes|Clostridia|Oscillospirales|Oscillospiraceae	0.0284150614670047	0.0005206810619666152	0.0030557545728417653	0.0024069528410717226	0.06330568646491283	0.027714894624674403	0.008623867984896578	0.007977050252900174	0.021998848033295555	0.019299571680524062	0.006274033596437968
Bacteria|Firmicutes|Clostridia|Christensenellales|Christensenellaceae|Christensenellaceae_R-7_group	0.0	8.910050258252238e-05	0.0002805424395970547	0.00017347407863579984	0.00017817530668424664	0.0010703291498934406	0.0006822814474537341	0.16600820352802034	0.0011457733350674767	0.0018014613252708492	0.0019371440136467459
Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Muribaculaceae|Muribaculaceae|uncultured_Bacteroidales	0.008269821985929193	0.0020799398571607567	0.003858537553842568	0.016662185252968576	0.0009799641867633566	0.0011082169074117926	0.01156064465002352	0.0	0.0004645027034057338	0.002204585537918871	0.001387804666493191
Bacteria|Firmicutes|Clostridia|Peptostreptococcales-Tissierellales|Peptostreptococcaceae|Clostridioides	0.0	0.01763354633922232	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Lactobacillus|Lactobacillus_faecis	0.0	0.0013810577900290968	0.0	0.0007654543719804668	0.004302933656424556	0.010618044044518115	0.007369487187093439	0.0015601801756460908	0.00824337464310709	0.0	0.0
Bacteria|Proteobacteria|Alphaproteobacteria|Rhodospirillales|uncultured|uncultured|gut_metagenome	0.0	0.0	0.0	0.012028258927409772	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Firmicutes|Clostridia|Clostridia_UCG-014|Clostridia_UCG-014|Clostridia_UCG-014	0.001953193666964854	3.8981469879853544e-05	0.0	0.009669011457962893	0.00909584940623079	0.06278948614728866	0.019260678128429947	0.2665894964644304	0.015737351591386263	0.10716805240614764	0.15997340041055888
Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Escherichia-Shigella	0.002515713443050732	0.0012501914268610171	0.0067848110007164624	0.00027322167385138477	0.00040980320537376723	0.0023490409661378166	0.00043225284248621664	0.009864364981504316	0.0020252317868489993	0.0042454018644494836	0.01000375863763842
Bacteria|Firmicutes|Clostridia|Lachnospirales|Lachnospiraceae|Lachnospiraceae_NK4A136_group|Trichinella_pseudospiralis	0.0	0.0	0.0	0.0004358536225724471	0.0	0.0	0.006284617307912346	0.0008304184805858225	0.0021800660213175775	0.012030738221214412	0.013444357706652789
Bacteria|Firmicutes|Clostridia|Oscillospirales|Oscillospiraceae|uncultured|Clostridium_sp.	0.008945626994699033	0.0	0.00036686319024230237	0.00039899038086233966	0.0	0.0002936301207672271	0.0006144770800049158	0.0	0.0023039334088924396	0.0	0.0
Bacteria|Firmicutes|Clostridia|Monoglobales|Monoglobaceae|Monoglobus	0.0009101882488056221	0.0	0.0006128773295812581	0.00013010555897684988	0.0051670838938431525	0.009595074591522614	5.5091048552164864e-05	0.04617630035984801	0.0033072592482488246	0.0	0.0010408534998698933
Bacteria|Firmicutes|Clostridia|Clostridia_UCG-014|Clostridia_UCG-014|Clostridia_UCG-014|unidentified	0.0	0.0	0.0	2.168425982947498e-05	0.001425402453473973	0.004717025811034809	0.004055548728032444	0.005661944185812426	0.005945634603593393	0.00710506424792139	0.015150200942550669
Bacteria|Firmicutes|Clostridia|Lachnospirales|Lachnospiraceae|[Eubacterium]_xylanophilum_group|uncultured_bacterium	0.011965264403826698	0.0	0.007932876984298256	0.00015395824478927237	0.010833058646402195	0.009538242955245087	0.0017798646455314802	0.0	0.009612109275809319	0.025976316452506927	0.03706594963425564
Bacteria|Firmicutes|Clostridia|Peptococcales|Peptococcaceae|uncultured|unidentified	9.76596833482427e-05	0.0001252975817566721	0.00010790093830655952	0.0004358536225724471	0.0018619319548503772	0.004196069145157471	0.0070516542146771026	0.00022647776743249705	0.0005883700909805962	0.0005794910556815319	0.00043368895827912223
Bacteria|Firmicutes|Clostridia|Oscillospirales|Oscillospiraceae|uncultured	0.005570508338183764	0.0	0.004104551693181524	0.0010863814174566966	0.013416600593323771	0.0016670613308074828	0.0006738059015226318	0.0	0.012033716702897877	0.0	0.0
Bacteria|Firmicutes|Clostridia|Oscillospirales|Oscillospiraceae|Oscillibacter|uncultured_bacterium	0.007203378243766383	0.00014200392599089505	0.00022011791414538142	0.0	0.01405803169738706	0.0029647170258110347	0.0004195395235895632	0.0	0.0060571152524107694	0.00046611237087427565	0.0
Bacteria|Firmicutes|Clostridia|Lachnospirales|Lachnospiraceae|Lachnospiraceae_NC2004_group|uncultured_Clostridiaceae	0.0	0.0	0.0	0.0	0.0028686224376163706	0.016083353066540376	0.0	0.0	0.0	0.000781053162005543	0.0
Bacteria|Firmicutes|Clostridia|Oscillospirales|[Eubacterium]_coprostanoligenes_group|[Eubacterium]_coprostanoligenes_group|uncultured_Clostridium	0.0	0.0	0.0	0.003369733977500412	0.0003296243173658563	0.0006156760596732181	0.001271331889665343	0.0	0.0004954695502994494	0.00021415973796926177	0.0005493393471535549
Bacteria|Firmicutes|Clostridia|Lachnospirales|Lachnospiraceae|Marvinbryantia	0.0	0.00025894833563045567	0.0021278065034053537	3.9031667693054965e-05	0.0008196064107475345	8.524745441629174e-05	0.0	0.03467626261355344	0.0018022704892142472	0.0	0.0006071645415907711
Bacteria|Firmicutes|Clostridia|Oscillospirales|[Eubacterium]_coprostanoligenes_group|[Eubacterium]_coprostanoligenes_group|Clostridiales_bacterium	0.0	0.0004984059363209846	0.0	0.003853292971697704	0.0002583541946921576	0.0	0.0	0.0012078814263066508	0.0	0.0	0.0
Bacteria|Firmicutes|Bacilli|Erysipelotrichales|Erysipelotrichaceae|Dubosiella|uncultured_bacterium	0.0	0.0003090673683331245	0.0	0.0017694356020851584	0.0	0.0	0.00017798646455314802	0.02340270263469136	0.0	0.0	0.0003180385694046896
Bacteria|Firmicutes|Clostridia|Monoglobales|Monoglobaceae|Monoglobus|uncultured_rumen	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012984725332796498	0.009246700482463474	0.0	0.0
Bacteria|Firmicutes|Clostridia|Lachnospirales|Lachnospiraceae|Lachnoclostridium	0.00024610240203757163	0.005565997020701945	0.0	0.0003469481572715997	0.0008196064107475345	0.0	0.0	0.00037746294572082843	0.0	0.0	0.0006360771388093792
Bacteria|Firmicutes|Clostridia|Lachnospirales|Lachnospiraceae|Lachnospiraceae_NK4A136_group|uncultured_bacterium	0.00016797465535897747	0.0	0.0	0.0	0.007011198318025105	0.000966137816717973	0.00013137096193208546	0.0	0.011321479224342419	0.0	0.0
Bacteria|Firmicutes|Clostridia|Lachnospirales|Lachnospiraceae|Roseburia	0.0050704907594407616	0.0036976708571746786	0.007212098716410438	0.00018214778256758985	0.0	0.0014207909069381957	0.0	0.0005284481240091598	0.0009971324699776418	0.0	0.0
