group-id	STD-NC	STD-NC	STD-NC	STD-NC	STD-NC	STD-NC	STD-NC	HSD-NC	HSD-NC	HSD-NC	HSD-NC	HSD-NC	HSD-NC	HSD-NC	HSD-NC
subject_id	S210421121682	S210421121683	S210421121684	S210421121688	S210421121689	S210421121690	S210421121694	S210421121695	S210421121696	S210421121697	S210421121698	S210421121699	S210421121700	S210421121701	S210421121702
Bacteria|Firmicutes|Clostridia	0.48722380612972205	0.5347898586425134	0.145492914773883	0.42951334057956153	0.8174939467312349	0.7764895771795088	0.6784031050734682	0.3867845065712056	0.27450437060735067	0.382925134618725	0.7654205607476635	0.4977568416330193	0.7992883713407731	0.8102976044477148	0.3627678801962303
Bacteria|Bacteroidota|Bacteroidia	0.4949305060584462	0.367747375601622	0.7167774086378738	0.3910912409507598	0.034556598062954	0.0455840155287366	0.05217128311112231	0.5067570078408542	0.6019472504219462	0.3670893405129987	0.001973001038421599	0.20838941229250785	0.0329128254892447	0.02211593491946693	0.5682933126775109
Bacteria|Verrucomicrobiota|Verrucomicrobiae	0.0005880256593014968	0.01176715807026187	0.03759576920469184	0.09151781136564058	0.0034881961259079905	0.010992488817621741	0.0	0.00670126717122295	0.08260070030480893	0.024607723930287765	0.0	0.0008972633467922835	0.021187125990619442	0.024425639767803122	0.010069713400464756
Bacteria|Firmicutes|Bacilli	0.01252672843905916	0.07696024557547278	0.0895060682080141	0.04967084350197904	0.11112288135593221	0.12483120938475821	0.17561811628903395	0.0861688818421672	0.028805703201753283	0.18994267847837415	0.17601246105919002	0.11701809481082698	0.05458515283842795	0.09786607799852833	0.008262328943971081
Bacteria|Proteobacteria|Gammaproteobacteria	0.0025392017106200997	0.0052487967559783225	0.0048265984134517595	0.006644654539488526	0.01144824455205811	0.01373533631530087	0.04098092093656274	0.007165772751483321	0.009534725546011034	0.01673325227259568	0.021910695742471443	0.12337371018393899	0.03533883228206372	0.023444526203908102	0.031758326878388844
Bacteria|Actinobacteriota|Actinobacteria	0.0	2.8423087126236403e-05	0.0033434470133568376	0.01918541457312196	0.010797518159806296	0.005992066841083636	0.0033268644302744664	0.0	0.0	0.004603091888136182	0.013603322949117341	0.010468072379243309	0.004609412906356138	0.0001635189273158368	0.0
Bacteria|Patescibacteria|Saccharimonadia	0.0005078403421240199	0.0012885132830560504	0.001178045969218252	0.003804269805787412	0.005614406779661017	0.01534939657355051	0.00635128663961489	0.0014864178568331867	0.0012343502027861047	0.009843089572115106	0.003738317757009346	0.01525347689546882	0.032508491023774864	0.0005518763796909492	0.012651691195455719
Bacteria|Actinobacteriota|Coriobacteriia	0.0005791161796151105	0.002103308447341494	0.0002034036205844464	0.008223785402268206	0.0033444309927360776	0.006709426955861254	0.039317488721425514	0.0007803693748374231	0.0010580144595309468	0.004255688726767413	0.014018691588785047	0.015103933004336772	0.018922852983988356	0.019213473959610827	0.003356571133488252
Eukaryota	0.0	0.0	0.0	0.0	0.001823547215496368	0.0	0.0	0.0013997101485179176	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Desulfobacterota|Desulfovibrionia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0018270552823574588	0.0	0.0	0.001869158878504673	0.004635860625093465	0.0	0.0	0.0
Bacteria|Proteobacteria|Alphaproteobacteria	0.00013364219529579473	0.0	0.0003305308834497254	6.15245790693382e-05	0.00031023002421307506	0.00031648240357836103	0.0005796809234569146	0.0002477363094721978	0.0	0.0	0.0009345794392523365	0.007103334828772245	0.0006469351447517387	0.0019213473959610824	0.0
Bacteria|Cyanobacteria|Vampirivibrionia	0.0002940128296507484	0.0	0.0007458132754763035	0.00028711470232357824	0.0	0.0	0.0021927061017718076	0.0005016660266812005	0.0001889311534876691	0.0	0.0005192107995846313	0.0	0.0	0.0	0.0
Bacteria|Deferribacterota|Deferribacteres	0.00067712045616536	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00012595410232511272	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Chloroflexi|Chloroflexia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001796088243673434	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Acidobacteriota|Blastocatellia	0.0	0.0	0.0	0.0	0.0	0.0	0.000378052776167553	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Cyanobacteria|Cyanobacteriia	0.0	0.0	0.0	0.0	0.0	0.0	0.0003528492577563828	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Campilobacterota|Campylobacteria	0.0	6.632053662788494e-05	0.0	0.0	0.0	0.0	0.0003276457393452126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Gemmatimonadota|Gemmatimonadetes	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0028401755744900596
