group-id	STD-NC	STD-NC	STD-NC	STD-NC	STD-NC	STD-NC	STD-NC	HSD-NC	HSD-NC	HSD-NC	HSD-NC	HSD-NC	HSD-NC	HSD-NC	HSD-NC
subject_id	S210421121682	S210421121683	S210421121684	S210421121688	S210421121689	S210421121690	S210421121694	S210421121695	S210421121696	S210421121697	S210421121698	S210421121699	S210421121700	S210421121701	S210421121702
Bacteria|Firmicutes	0.49975053456878116	0.6117501042179861	0.2349989829818971	0.47918418408154057	0.9286168280871671	0.9013207865642671	0.8540212213625022	0.4729533884133728	0.30331007380910396	0.5728678130970992	0.9414330218068536	0.6147749364438463	0.853873524179201	0.9081636824462431	0.3710302091402014
Bacteria|Bacteroidota	0.4949305060584462	0.367747375601622	0.7167774086378738	0.3910912409507598	0.034556598062954	0.0455840155287366	0.05217128311112231	0.5067570078408542	0.6019472504219462	0.3670893405129987	0.001973001038421599	0.20838941229250785	0.0329128254892447	0.02211593491946693	0.5682933126775109
Bacteria|Verrucomicrobiota	0.0005880256593014968	0.01176715807026187	0.03759576920469184	0.09151781136564058	0.0034881961259079905	0.010992488817621741	0.0	0.00670126717122295	0.08260070030480893	0.024607723930287765	0.0	0.0008972633467922835	0.021187125990619442	0.024425639767803122	0.010069713400464756
Bacteria|Proteobacteria	0.0026728439059158947	0.0052487967559783225	0.005157129296901485	0.006706179118557864	0.011758474576271187	0.014051818718879231	0.041560601860019655	0.007413509060955519	0.009534725546011034	0.01673325227259568	0.02284527518172378	0.13047704501271123	0.03598576742681546	0.025365873599869186	0.031758326878388844
Bacteria|Actinobacteriota	0.0005791161796151105	0.0021317315344677305	0.0035468506339412843	0.02740919997539017	0.014141949152542374	0.01270149379694489	0.042644353151699975	0.0007803693748374231	0.0010580144595309468	0.008858780614903595	0.02762201453790239	0.02557200538358008	0.023532265890344493	0.019376992886926663	0.003356571133488252
Bacteria|Patescibacteria	0.0005078403421240199	0.0012885132830560504	0.001178045969218252	0.003804269805787412	0.005614406779661017	0.01534939657355051	0.00635128663961489	0.0014864178568331867	0.0012343502027861047	0.009843089572115106	0.003738317757009346	0.01525347689546882	0.032508491023774864	0.0005518763796909492	0.012651691195455719
Eukaryota	0.0	0.0	0.0	0.0	0.001823547215496368	0.0	0.0	0.0013997101485179176	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Desulfobacterota	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0018270552823574588	0.0	0.0	0.001869158878504673	0.004635860625093465	0.0	0.0	0.0
Bacteria|Cyanobacteria	0.0002940128296507484	0.0	0.0007458132754763035	0.00028711470232357824	0.0	0.0	0.0025455553595281903	0.0005016660266812005	0.0001889311534876691	0.0	0.0005192107995846313	0.0	0.0	0.0	0.0
Bacteria|Deferribacterota	0.00067712045616536	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00012595410232511272	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Chloroflexi	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001796088243673434	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Acidobacteriota	0.0	0.0	0.0	0.0	0.0	0.0	0.000378052776167553	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Campilobacterota	0.0	6.632053662788494e-05	0.0	0.0	0.0	0.0	0.0003276457393452126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Gemmatimonadota	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0028401755744900596
