group-id	STD-NC	STD-NC	STD-NC	STD-NC	STD-NC	STD-NC	STD-NC	HSD-NC	HSD-NC	HSD-NC	HSD-NC	HSD-NC	HSD-NC	HSD-NC	HSD-NC
subject_id	S210421121682	S210421121683	S210421121684	S210421121688	S210421121689	S210421121690	S210421121694	S210421121695	S210421121696	S210421121697	S210421121698	S210421121699	S210421121700	S210421121701	S210421121702
Bacteria|Firmicutes|Clostridia|Peptococcales	0.003866714183891661	0.004443475954068291	0.007055563089022984	0.0001538114476733455	0.00024213075060532688	0.0002109882690522407	0.0002268316657005318	0.000891850714099912	0.0005793888706955185	0.0004342539517109606	0.0	0.0	0.0	8.17594636579184e-05	0.0
Bacteria|Firmicutes|Clostridia|Clostridia_vadinBB60_group	0.0007394868139700641	0.0009474362375412134	0.0004025696657400502	0.000307622895346691	0.0	0.00015824120178918052	0.0	0.012585004521187647	0.0	0.0	0.0	0.0	0.0005660682516577713	0.0	0.0
Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales	0.0	0.0	8.475150857685267e-05	0.0003896556674391419	0.0007566585956416465	0.0032386699299518946	0.007989515336340952	0.00017341541663053845	0.00030228984558027054	0.0020265184413178158	0.0	0.028189023478390907	0.0009704027171276079	0.005416564467337094	0.0
Bacteria|Actinobacteriota|Coriobacteriia|Coriobacteriales	0.0005791161796151105	0.002103308447341494	0.0002034036205844464	0.008223785402268206	0.0033444309927360776	0.006709426955861254	0.039317488721425514	0.0007803693748374231	0.0010580144595309468	0.004255688726767413	0.014018691588785047	0.015103933004336772	0.018922852983988356	0.019213473959610827	0.003356571133488252
Eukaryota	0.0	0.0	0.0	0.0	0.001823547215496368	0.0	0.0	0.0013997101485179176	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Firmicutes|Bacilli|RF39	0.0010334996436208125	0.0013737825444347595	0.0012797477795104752	0.003599187875556285	0.0015662832929782082	0.001793400286944046	0.019356302139778712	0.00169080031214775	0.00801068090787717	0.01971512940767761	0.0042575285565939775	0.027067444294900555	0.012210900857189066	0.0020848663232769194	0.0028401755744900596
Bacteria|Desulfobacterota|Desulfovibrionia|Desulfovibrionales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0018270552823574588	0.0	0.0	0.001869158878504673	0.004635860625093465	0.0	0.0	0.0
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales	0.0	0.0	0.0	6.15245790693382e-05	0.00031023002421307506	0.00022153768250485274	0.0	0.0002477363094721978	0.0	0.0	0.0009345794392523365	0.006131299536413937	0.0006469351447517387	0.0012877115526122149	0.0
Bacteria|Cyanobacteria|Vampirivibrionia|Gastranaerophilales	0.0002940128296507484	0.0	0.0007458132754763035	0.00028711470232357824	0.0	0.0	0.0021927061017718076	0.0005016660266812005	0.0001889311534876691	0.0	0.0005192107995846313	0.0	0.0	0.0	0.0
Bacteria|Firmicutes|Clostridia|Eubacteriales	0.0	7.579489900329708e-05	0.0	0.0003281310883698037	7.566585956416465e-05	0.00018988944214701662	0.0	0.000111481339262489	0.0003652668967428269	0.0011869608013432922	0.0	0.0	0.0004043344654698367	0.0	0.0
Bacteria|Actinobacteriota|Actinobacteria|Micrococcales	0.0	2.8423087126236403e-05	7.203878229032477e-05	0.0	0.0003404963680387409	0.0	0.0018146533256042543	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales	0.0003563791874554526	0.0008242695266608557	0.0	0.0	0.0	0.0	0.001789449807193084	0.000222962678524978	0.0	0.0	0.0	0.0006729475100942127	0.0013747371825974446	0.0	0.0
Bacteria|Proteobacteria|Alphaproteobacteria|Rhodospirillales	0.00013364219529579473	0.0	0.0003305308834497254	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Firmicutes|Clostridia	0.0	0.0005968848296509645	0.0	0.0007177867558089457	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Deferribacterota|Deferribacteres|Deferribacterales	0.00067712045616536	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00012595410232511272	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Firmicutes|Bacilli|Staphylococcales	0.0	0.0	2.54254525730558e-05	0.0	0.00011349878934624698	0.0	0.0013609899942031909	0.0	0.0	0.0	0.005711318795430945	0.0	0.0016173378618793467	0.0	0.0
Bacteria|Firmicutes|Bacilli|Acholeplasmatales	0.0003652886671418389	0.00010421798612953348	2.9663028001898435e-05	0.0	0.0	0.0	0.0	0.0003716044642082967	0.0	0.0	0.0	0.0002990877822640945	0.0	6.13195977434388e-05	0.0
Bacteria|Bacteroidota|Bacteroidia|Flavobacteriales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0012468318207832557	0.0
Bacteria|Actinobacteriota|Actinobacteria|Corynebacteriales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005919003115264798	0.0	0.0	0.0	0.0
Bacteria|Proteobacteria|Alphaproteobacteria|Caulobacterales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0009720352923583072	0.0	0.0006336358433488676	0.0
Bacteria|Firmicutes|Bacilli|Bacillales	0.0	0.0	0.0	0.0	0.0	0.0	0.0009325301812132974	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Firmicutes|Clostridia|Clostridia	0.0001781895937277263	0.00011369234850494561	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Firmicutes|Clostridia|uncultured	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00039045771720784946	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Firmicutes|Bacilli|Izemoplasmatales	0.0	0.00010421798612953348	0.0	0.0	0.0	0.0	0.0	0.00011767474699929395	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Chloroflexi|Chloroflexia|Chloroflexales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001796088243673434	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Proteobacteria|Alphaproteobacteria|Sphingomonadales	0.0	0.0	0.0	0.0	0.0	9.494472107350831e-05	0.0005796809234569146	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Acidobacteriota|Blastocatellia|Blastocatellales	0.0	0.0	0.0	0.0	0.0	0.0	0.000378052776167553	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Cyanobacteria|Cyanobacteriia|Chloroplast	0.0	0.0	0.0	0.0	0.0	0.0	0.0003528492577563828	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Campilobacterota|Campylobacteria|Campylobacterales	0.0	6.632053662788494e-05	0.0	0.0	0.0	0.0	0.0003276457393452126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Gemmatimonadota|Gemmatimonadetes|Gemmatimonadales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0028401755744900596
Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002026518441317816	0.0	0.0	0.0	0.0	0.0
