group-id	NC	NC	NC	NC	NR	NR	NR	NR	NR	STD-NC	STD-NC	STD-NC	STD-NR	STD-NR	STD-NR	HSD-NC	HSD-NC	HSD-NC	HSD-NR	HSD-NR	HSD-NR	STD-NC	STD-NC	STD-NC	STD-NC	HSD-NC	HSD-NC	HSD-NC	HSD-NC	HSD-NC	STD-NR	STD-NR	STD-NR	STD-NR	HSD-NR	HSD-NR	HSD-NR	HSD-NR
subject_id	S210421121673	S210421121674	S210421121675	S210421121676	S210421121677	S210421121678	S210421121679	S210421121680	S210421121681	S210421121682	S210421121683	S210421121684	S210421121685	S210421121686	S210421121687	S210421121688	S210421121689	S210421121690	S210421121691	S210421121692	S210421121693	S210421121694	S210421121695	S210421121696	S210421121697	S210421121698	S210421121699	S210421121700	S210421121701	S210421121702	S210421121703	S210421121704	S210421121705	S210421121706	S210421121707	S210421121708	S210421121709	S210421121710
Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Muribaculaceae	0.414013328040146	0.2823602162836121	0.47783908481316656	0.5601822121900041	0.4977302536324459	0.43737777777777775	0.3968876908304483	0.5283877761446153	0.4971059917816936	0.3908403062132811	0.3321240824058726	0.39134075023151377	0.5347594185267166	0.5642834241744149	0.1665447031983126	0.3757417638633108	0.03241554976044636	0.0454929369285669	0.23701424356818832	0.01540955570598924	0.011576565505902692	0.04710737562595939	0.3840322550677245	0.4468757873519778	0.3331887703472403	0.00197320594038841	0.16661703394877903	0.030433023067583973	0.019533480140282194	0.5626598465473146	0.008841732979664015	0.14670215912451937	0.3977471264367816	0.4909813650783723	0.07848343629204148	0.460876457932284	0.08225108225108226	0.06797477224947442
Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Prevotellaceae	0.09551248202950052	0.004663018368018984	0.21665963692079915	0.2020055368107712	0.21362869845163268	0.10791111111111111	0.0810891760705445	0.031053243533773554	0.09415850364543492	0.08496528395940894	0.030291262135922332	0.2715794102847091	0.005789950943119927	0.10772683552420648	0.01198829150703801	0.009218334356455903	0.0015161622900115228	0.00026394138389746407	0.0054753671922088635	0.0003028467595396729	0.00011017229251591142	0.004982510883514935	0.10575797551141748	0.14606953892668179	0.032989273426431896	0.0	0.01012507444907683	0.002509105625252934	0.0008971535763803931	0.0	0.0006315523556902868	0.046435965690624074	0.3016384535005225	0.027033319086982657	0.006701347494671436	0.013418638885743404	0.01954746284643192	0.017168885774351786
Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Bacteroidaceae	0.11412086196729272	0.3885538610043463	0.0668657949781791	0.07488869463994623	0.07038342957398606	0.23985185185185184	0.34046442383079184	0.03753592348024483	0.29009809164697836	0.009524657290368525	0.0011082169074117926	0.03326609919361318	0.008989067806633663	0.014659256884329022	0.0051870345658817955	0.0026191937794147737	0.00044726787555339926	0.0	0.0032928338038892236	0.0002494032137385542	0.0007203572972194209	0.0	0.004700767358466027	0.004106827916351726	0.00020238818053025704	0.0	0.03223645026801668	0.0	0.0001835086860778077	0.0	0.0	0.0	0.0407816091954023	0.0003127247709291053	0.00207723709403562	0.03119691994111652	0.004150488686571161	0.002803083391730904
Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiaceae	0.0	2.2623808793623102e-05	0.0	0.0	0.0	0.0	0.0	0.0002906785424390672	0.0	3.5606195478013175e-05	0.007444944352356145	0.0014884539107857936	0.0008223082078750092	0.0	0.0	0.060394925312052386	0.4336678998119959	0.23542515678118203	0.025594010722329728	0.189920547261909	0.29385492851513173	0.011827172299252623	0.00037160216272458707	0.00010078105316200554	0.0	0.4023263059507737	0.01876116736152472	0.0169971671388102	0.6598972351357965	0.015089514066496165	0.04850322091701402	0.003253475303164744	0.0010282131661442007	0.02054601745004222	0.010295870813915682	0.014947344581587588	0.001606640781898514	0.0
Bacteria|Verrucomicrobiota|Verrucomicrobiae|Verrucomicrobiales|Akkermansiaceae	0.029993871722431422	0.0034539014758264604	0.1521437855611889	0.0031120398787829327	0.1358781746640094	0.0	0.0	0.0002687405392361187	4.0617659204300054e-05	0.0005875022253872174	0.01176414870944826	0.03751580425139648	0.007913308438797177	0.00046311139610273947	0.016701820842839308	0.09131368937998773	0.00349475407847656	0.011001076880846302	0.08712368746629445	0.0053265400648448355	0.006152698797427053	0.0	0.006701225667800053	0.08261526832955404	0.024575707635816926	0.0	0.0008933889219773674	0.02120598947794415	0.024365875540331133	0.009974424552429667	0.0	0.0	0.0	0.0	0.0010657129438965355	0.000905899671611369	0.05529522024367385	0.14260686755430974
Bacteria|Firmicutes|Clostridia|Peptostreptococcales-Tissierellales|Peptostreptococcaceae	0.002485999391026506	0.10494933523708495	0.001273962108235132	0.012933543236736246	0.0011114517859880423	0.0017481481481481482	0.003153712659777831	0.05317223526314635	0.004427324853268706	0.0002848495638241054	0.020421501302391665	0.0013615970433892772	0.01035770407042563	0.0019058815147305049	0.0	0.014896664620421527	0.1510249257080478	0.21188158533752824	0.009802366526028615	0.20028859514732605	0.2358365043179064	0.009814036588741538	0.0018332373361079628	0.0008566389518770471	0.02229161245554688	0.16813791670993872	0.016974389517569983	0.017725617159044922	0.05603131881575728	0.008184143222506393	0.05090311986863711	0.0	0.005057471264367816	0.007543616418745418	0.025161663234709728	0.00702072245498811	0.005087695809345294	0.005255781359495445
Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Tannerellaceae	0.00660235187105179	0.07389187327650568	0.022866759057612353	0.008137694341413756	0.025205682456947213	0.0020148148148148148	0.027546534880238203	0.0016563192418226093	0.0023219761845124864	0.00032045575930211856	0.0004830689083589865	0.008617809858470021	0.000946217663856175	0.0027608563998432548	0.0	0.0006445672191528545	0.00028049002365213173	0.0	0.007086888938235574	0.0	0.00015254625117587736	0.0	0.002464961012739761	0.002292768959435626	0.0008384653193396363	0.0	0.0011167361524717094	0.0	0.0	0.0	0.0	0.0	0.02746917450365726	0.0004934101941325884	0.00021675517502980384	0.0	0.005400098183603338	0.0
Bacteria|Firmicutes|Bacilli|Erysipelotrichales|Erysipelotrichaceae	5.0105414082704766e-05	0.005319108823034054	0.00040456904788548114	0.003805752011872572	0.0005408213671282811	0.001288888888888889	0.0008853299505800893	0.005001864730272251	0.0012794562649354518	0.0017714082250311555	0.011887283921382902	0.0028119938939561158	0.009890227486496685	0.001549641979266859	0.00017218372002927122	0.04559034172293841	0.08905937291527685	0.07330180113600372	0.014865336421025917	0.09288488260234438	0.11017229251591142	0.05986562319132339	0.0029604305630392103	0.006424792139077854	0.10209038077890537	0.13085470973102087	0.07214115544967242	0.03779846216106839	0.08924639099584047	0.005370843989769821	0.103511431097638	0.0	0.006863113897596656	0.07012331780133638	0.011108702720277447	0.04942815083229532	0.030526174856071762	0.07147862648913805
Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae	0.00968190770582726	0.045310461500561824	0.007252115379649316	0.023364997820068685	0.008465770691740338	0.12222222222222222	0.018221940326118555	0.08729131474453196	0.03750363866530372	0.008572191561331672	0.06184229220932986	0.08251616367918745	0.04277129130549876	0.05039008229133269	0.2661099393052387	0.0006650296705545324	0.01878525077324277	0.048839713676386745	0.0012942930558639723	0.025724160045605158	0.05971338254362399	0.07785802360401621	0.055282015074661066	0.005215419501133787	0.04322433284181918	0.0274171772769758	0.011316259678379988	0.0017806556050182112	0.0026099013131065983	0.0	0.13079449286345837	0.3883466430050281	0.009141065830721003	0.015111555875229766	0.005418879375745096	0.013645113803646245	0.004686035613870665	0.0
