	210421121682	210421121683	210421121684	210421121688	210421121689	210421121690	210421121694	210421121695	210421121696	210421121697	210421121698	210421121699	210421121700	210421121701	210421121702
1CMET2-PWY	53909.1679548597	48899.24374570973	111922.19845127272	36844.62205104411	91716.60025914876	51535.09506216699	15411.854557582104	76054.1489124467	31066.069617281883	12930.19354697938	5969.979937931421	5988.0855253761865	5465.960883728109	40750.70259850556	1447.1401083135347
3-HYDROXYPHENYLACETATE-DEGRADATION-PWY	21.907314288515522	66.51155020167666	76.9684711622047	152.3294223114775	739.950527307641	355.236915479924	1320.269059245752	309.71145708362695	541.949510428457	315.9165869892344	98.10430055328229	1439.5492042336753	229.94896084635505	722.2738442615525	1.038820735037266
AEROBACTINSYN-PWY	9.281014249409782	47.73540134708626	20.242049889838473	66.29068202275386	140.86557404950963	144.5779731566093	89.2536075041924	62.37217950790887	62.330776853250185	64.7491423895328	28.13187601820616	27.85268607933689	63.413086083968274	79.91736619570773	14.822419367032694
ALL-CHORISMATE-PWY	259.0657625512973	797.3135614087115	475.5216305910124	1019.7031879810988	1523.2635193712804	1460.1620477293081	1191.9656387580583	1133.9756884958813	1218.8362013109663	865.2221374469244	255.13316351078578	350.75875912199325	506.1640577949434	1252.4864226964569	139.52203278251594
ANAEROFRUCAT-PWY	48554.739839584516	51958.05634789998	112074.11341202733	35159.18706804189	61432.12964692888	46032.303700095414	21222.799757934194	75819.88188855663	28623.71924670589	14886.206532672406	3928.499857804164	6797.733805219852	5315.913150113474	14880.043575086323	1342.520497414835
ANAGLYCOLYSIS-PWY	70197.10272642042	70485.71226992251	142475.54586491428	58508.94462368187	141402.8237395077	80253.08904835665	31233.930976102936	97972.6249753094	42774.23612350971	20385.507214842386	9831.62418047944	10019.541745122517	8606.438262240878	62318.85565987083	2105.320335426068
ARG+POLYAMINE-SYN	15360.233937219367	18900.95907048889	28142.64273895456	16359.79781586662	13991.833533855095	13294.080400504808	12622.264661998921	23312.07019821375	11749.833956957049	6558.708214272881	1573.8597797034906	4045.0727132112456	3340.591327852239	5824.688223828605	579.8783817276327
ARGDEG-PWY	9.22156045099556	42.79542143798053	16.997956270674074	61.78708932882326	119.16825727753765	128.04032338170387	256.96826878641	72.9375401755692	60.90839357322093	57.8350527490507	27.209709190890692	31.066590766022518	59.75834067367947	225.17368379088802	12.199576143266846
ARGORNPROST-PWY	7505.248393186269	7021.043385042713	5728.312166132068	8118.860820624263	10535.764631469505	7962.807224767982	2822.388515443304	14234.722513110366	3702.960791024781	3597.286629931334	726.8821621282012	1506.9675378722775	2125.821285367941	1754.5471184911014	233.87989049590973
ARGSYN-PWY	46065.601582823416	47373.464150472595	59178.46745534618	37390.115626264225	86243.81318384627	47958.778726269484	19921.613362294163	59211.64213515984	23750.895252468836	11421.496653538728	5846.354388972125	6864.159434436933	6515.823028936159	39995.736757227496	1330.7716966759438
ARGSYNBSUB-PWY	45183.85502519217	46318.395149736876	51658.69015190072	37181.4859627486	88742.99509455713	49069.31729453762	19029.855305720554	56985.06479583741	22645.44813735405	10851.394870789962	5963.908103106935	6974.690302997358	6627.881293438054	41421.034566434246	1302.9362580541797
ARO-PWY	59848.1357167628	55029.32888533027	90501.96566602372	44458.40154449278	109921.03428328318	62886.2388452603	21499.982286537637	77194.71083844261	33418.26993732904	14299.395642975562	6964.009588491033	7664.0295844320435	7197.615771385967	47841.62975164682	1651.9778328616924
ASPASN-PWY	46433.09062510055	37890.3052251113	115536.27340172087	30837.977690366828	91450.42107848034	47473.72212272368	12026.169502115683	68865.20012086073	26423.738406508273	10532.50122464511	5981.086725211623	4986.176330466142	4044.1061636317654	42582.16511135928	1291.9787855819009
AST-PWY	17.700451744440947	78.37024072306134	49.45406758529881	143.08550229349882	427.3125609576089	382.83423026334935	468.9285139513336	114.88285654374772	141.002057047642	149.73483819127858	60.63763673403807	263.7211555758238	104.70316123088165	354.5061363858284	62.57543500246248
BIOTIN-BIOSYNTHESIS-PWY	24776.587491197377	18069.710354658055	69978.14518094639	19652.145189260802	5674.261197729263	5093.407866926991	4557.885254371695	35244.15695520303	19671.184793039436	6401.39129418036	419.7129907518088	4008.453940412522	1165.317648323156	3142.5865300807977	915.4445556608216
BRANCHED-CHAIN-AA-SYN-PWY	64111.189786566116	61197.32657014675	102557.87986868444	51293.2194059767	118898.23543177813	64882.31097267414	25622.597484972393	83363.00683293701	36685.47968523691	16344.861918395156	8198.96075683313	9405.180990008506	8529.44290846448	55755.86425464293	1903.4717615502036
CALVIN-PWY	69172.73221658175	61389.862811732215	132323.25239216883	45357.35949457047	76120.57351548788	56076.613264835985	30933.426130284057	92128.1749993199	41713.86038661873	19778.188853758562	5328.422885521707	9985.610512749432	8325.536490132927	21922.14763293645	1995.350195424728
CATECHOL-ORTHO-CLEAVAGE-PWY	14.116215696300507	49.826854702027184	52.98769400319961	156.06544600579898	679.0560381965369	350.31201578903966	905.3572049957494	175.85261342574307	386.6890144454528	387.82358118260447	96.97717612275358	1231.7533186093258	101.36919262620997	785.7834217136007	1.0798169779868323
CENTBENZCOA-PWY	6.558804223361214	2.1481399522569484	30.102693653825874	5.557010820191565	3.053625610034205	3.4613282957586473	14.931440376183676	2.874454972185581	0.8878176187601429	8.935589558486335	0.4861308919664503	0.5085595804072238	0.7956411704984935	13.730169006688381	2.1363928224194173
