	S210421121677	S210421121678	S210421121679	S210421121680	S210421121681	S210421121691	S210421121692	S210421121693	S210421121707	S210421121708	S210421121709	S210421121710
EC:1.1.1.1	85094.69503954204	46810.93321460696	106032.16890748107	110948.88054930519	69982.7674870108	95464.13425251559	39188.00279861971	79926.21189034417	43676.536684718376	10050.819129001611	23258.73765666519	2746.0630356989814
EC:1.1.1.10	7.005947271680676e-08	0.0033062657995420316	0.0028177951424984316	23.27072989038504	0.006041683913243189	5.081506591439413	0.00349699167234985	0.0012141058645661856	5.355877910661129	0.0001746358513194155	2.1533901217395197	0.3930266188190552
EC:1.1.1.100	166491.1646521215	62108.738116949404	195036.31849912376	171658.8337188093	109737.07126322677	197495.7466867373	72315.73304654247	139578.0446544466	84023.37353308655	17450.845456646428	48246.58622524506	5509.7541037919345
EC:1.1.1.101	1.014209596635833e-29	2.2621465077227218e-29	1.014209596635833e-29	2.918669839207563e-28	1.9977424832499647e-28	1.2446814234927492e-27	5.735501348547167e-28	9.239532899393313e-28	5.6340803888835835e-28	3.432869930999887e-29	3.386750523416241e-28	4.837320668728108e-29
EC:1.1.1.102	0.027539948607150134	0.2930632820677462	0.09457035766356595	1.9018363129684384	1.447882576941709	3.9527443426682893	1.6488644644049186	2.8868146803897354	4.455464196866121	0.6905507708871315	1.3523695743713327	1.1976864542236443
EC:1.1.1.103	11864.717756797329	1549.1518542322926	10617.803161099346	12525.755844768955	2234.8431611603733	19795.706727994468	4240.6939104754765	5406.476424825871	5695.027143061315	1123.1390884946068	2222.593430912786	296.4556837665478
EC:1.1.1.107	1.5828981649459588	44.887510836520704	14.179164463249304	131.83447481204036	40.257038737425404	282.3021613388362	676.9871832591166	272.16812933037704	703.8952913431694	127.43467031227105	234.94897824227587	19.343044498336617
EC:1.1.1.108	267.3421507026894	205.34903286837113	190.12074299363985	2810.5423670966084	190.84936565113748	762.4396001498058	390.65033096051417	388.2226045106579	802.9156948569089	196.08829854983495	176.52958198295292	28.374710023910236
EC:1.1.1.11	5.091338547024734	0.00024492131800201404	6.25017069509015	24.502526186665932	5.001611387467239	31.259361128520077	29.504502855629518	74.25734090923629	153.0043543560049	76.75050576046854	38.25267384838944	33.67041332890665
EC:1.1.1.122	345.0647785717135	23.782559851290767	35.42074895306798	127.0427839523913	48.73958122380643	1440.5097732144882	757.7353115517562	816.4386707054834	594.1562136223149	229.57325025844523	625.2967159624354	29.90462948691505
EC:1.1.1.125	1466.329169658066	1670.1388998464813	1992.0900674830145	11345.621052272432	1632.9067124174442	23503.854617882353	9048.450509654866	8962.887073330876	15160.425112962019	2107.2290277768743	4665.097313979084	414.80203937375586
EC:1.1.1.130	861.7603327640651	148.57273027803174	127.43874909421949	2164.841228298276	182.86587304003717	7349.220321798074	1255.500706707907	1474.5571179608637	6031.127595400574	440.91868527895133	4215.452042654039	677.4759860357176
EC:1.1.1.132	0.05286529973982152	371.6971135241963	1900.233472293313	2005.8458857921962	546.6162945624586	393.14252928320656	499.39909772544047	1161.117223176545	92.41555750943716	461.9500661040788	1503.2801140850088	44.68156544381178
EC:1.1.1.133	130713.42931134003	41412.205221697535	192249.05633078335	67571.11541266524	99204.09718615407	74903.60538489655	23733.633830624407	58496.94059597679	20485.514127815233	5580.268777855232	15678.513148984728	2186.358124602086
EC:1.1.1.136	392.7724176884982	348.87177679302056	734.4297421942342	3158.0466947156892	425.04556358883156	9741.559694592048	1596.1530673393822	2454.063256195368	2533.14657446731	704.0943371775944	648.6159968898394	33.31610762829518
EC:1.1.1.137	329.7795125297701	148.78048287722717	279.6819224440734	1649.0304127280722	311.84493879436684	6364.01191399107	10351.850280782113	31771.782578011826	1054.3021525297054	491.11589938691395	129.9491857879941	4.784025104099164
