group-id	STD-NR	STD-NR	STD-NR	STD-NR	STD-NR	STD-NR	STD-NR	HSD-NR	HSD-NR	HSD-NR	HSD-NR	HSD-NR	HSD-NR	HSD-NR
subject_id	S210421121685	S210421121686	S210421121687	S210421121691	S210421121692	S210421121693	S210421121703	S210421121704	S210421121705	S210421121706	S210421121707	S210421121708	S210421121709	S210421121710
Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiaceae|Clostridium_sensu_stricto_1	0.000821914723532657	0.0	0.0	0.024867066840949758	0.19048299769490556	0.2937051090933731	0.048484848484848485	0.00325155187703222	0.0010281315172462793	0.020516754250171812	0.00972315269152076	0.014994036462770489	0.001612830966354554	0.0
Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Muribaculaceae|Muribaculaceae	0.5336534672416317	0.5649225153000966	0.16569473435045512	0.2361641645198543	0.015635330486214107	0.01161234584632064	0.008838383838383838	0.14661543009163464	0.39789107657072165	0.4914059408689857	0.0787267558710098	0.46237291986141876	0.08256798530531786	0.06797477224947442
Bacteria|Firmicutes|Clostridia|Peptostreptococcales-Tissierellales|Peptostreptococcaceae|Romboutsia	0.010347118231870026	0.0019147489352564333	0.0	0.009803423901318544	0.20088272608687882	0.23571960970321182	0.050883838383838385	0.0	0.005052890261588421	0.007542362880328768	0.025294682141628493	0.007042653490089169	0.0051072980601227546	0.005255781359495445
Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotellaceae_UCG-003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10587246989789735	0.019284568873956114	0.0	0.0	0.0	0.003153468815697267
Bacteria|Firmicutes|Bacilli|Erysipelotrichales|Erysipelotrichaceae|Turicibacter	0.008095297071506581	0.0007873733939372249	0.0	0.004498788055685985	0.08843342923002698	0.10719609703211817	0.06799242424242424	0.0	0.002892142316806607	0.008958508326796387	0.00405584022886527	0.009598455159879593	0.0010752206442363693	0.003854239663629993
Bacteria|Verrucomicrobiota|Verrucomicrobiae|Verrucomicrobiales|Akkermansiaceae|Akkermansia	0.007909521825776597	0.00046526609641745105	0.016698586215058854	0.08713308544524677	0.005342815789003448	0.006149207209649004	0.0	0.0	0.0	0.0	0.0010682793459957632	0.0009087294825921509	0.05550826575870257	0.14260686755430974
Bacteria|Firmicutes|Bacilli|Erysipelotrichales|Erysipelotrichaceae|Dubosiella	0.0	0.0	0.0	0.007588928793512608	0.0004467237281775459	0.00016092966526629624	0.024873737373737374	0.0	7.522913540826433e-05	0.056027989698236066	0.0024805808542613483	0.02391094451070597	0.0070785359078894316	0.011562718990889979
Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1303846298517568	0.0007809625623902313	0.0005975121765739014	0.0	0.0	0.0
Bacteria|Firmicutes|Clostridia|Clostridia_UCG-014|Clostridia_UCG-014|Clostridia_UCG-014	0.07058896382449306	0.05212769764861673	0.07127025456736459	0.09248213809819922	0.22027053588978432	0.05383520802276731	0.16622474747474747	0.08040201005025126	8.358792823140482e-06	0.17575475692974113	0.3352224374875518	0.12852842619412733	0.09744187088392098	0.07463209530483532
Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Lactobacillus	0.042756454282400894	0.05053505601088007	0.26605840201415937	0.0012944326704653613	0.02580276253953505	0.0596794958666486	0.1307449494949495	0.38811705586757317	0.009140339952104117	0.01476886979097971	0.005450035307537707	0.013687737831544273	0.004704090318534116	0.0
Bacteria|Firmicutes|Clostridia|Lachnospirales|Lachnospiraceae|[Eubacterium]_ruminantium_group	0.0	0.0	0.09814723160680855	0.050152920722344195	0.014366635098189875	0.018532321452771377	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
