group-id	STD-NR	STD-NR	STD-NR	STD-NR	STD-NR	STD-NR	STD-NR	HSD-NR	HSD-NR	HSD-NR	HSD-NR	HSD-NR	HSD-NR	HSD-NR
subject_id	S210421121685	S210421121686	S210421121687	S210421121691	S210421121692	S210421121693	S210421121703	S210421121704	S210421121705	S210421121706	S210421121707	S210421121708	S210421121709	S210421121710
Bacteria|Firmicutes|Clostridia|Clostridiales	0.000821914723532657	0.0	0.0	0.02560311679082222	0.19048299769490556	0.2937051090933731	0.048484848484848485	0.00325155187703222	0.0010281315172462793	0.020516754250171812	0.01032066486809466	0.014994036462770489	0.001612830966354554	0.0
Bacteria|Bacteroidota|Bacteroidia|Bacteroidales	0.5560027922582389	0.6972370351812748	0.18445912504572745	0.2568179799236031	0.016796812179475724	0.012916723133215883	0.00946969696969697	0.19302394324563996	0.7690005809361012	0.5193019235975648	0.08888446287276612	0.5069574601010961	0.11607902871735137	0.08794674141555711
Bacteria|Firmicutes|Clostridia|Peptostreptococcales-Tissierellales	0.011602508528772645	0.0024336995812605134	0.0036366766370424567	0.013851698625617076	0.20224076622053858	0.23637179834665945	0.05448232323232323	0.0	0.005052890261588421	0.008590588186292545	0.026200003621285918	0.007042653490089169	0.0051072980601227546	0.005255781359495445
Bacteria|Firmicutes|Bacilli|Erysipelotrichales	0.010144454327437316	0.0017715901363587559	0.0006670826967355985	0.014898666226728766	0.09316870074870896	0.11010977097167637	0.10574494949494949	0.0	0.010799560327497503	0.07007837393181676	0.018034003874775932	0.04958255239393423	0.029613368576676673	0.07147862648913805
Bacteria|Verrucomicrobiota|Verrucomicrobiae|Verrucomicrobiales	0.007909521825776597	0.00046526609641745105	0.016698586215058854	0.08713308544524677	0.005342815789003448	0.006149207209649004	0.0	0.0	0.0	0.0	0.0010682793459957632	0.0009087294825921509	0.05550826575870257	0.14260686755430974
Bacteria|Firmicutes|Clostridia|Clostridia_UCG-014	0.07058896382449306	0.05212769764861673	0.07127025456736459	0.09248213809819922	0.22027053588978432	0.05383520802276731	0.16622474747474747	0.08040201005025126	8.358792823140482e-06	0.17575475692974113	0.3352224374875518	0.12852842619412733	0.09744187088392098	0.07463209530483532
Bacteria|Firmicutes|Bacilli|Lactobacillales	0.042936599975229965	0.05053505601088007	0.26605840201415937	0.0012944326704653613	0.02580276253953505	0.0596794958666486	0.1351010101010101	0.38811705586757317	0.010114139315999983	0.015556774242813409	0.006717485379058104	0.013687737831544273	0.005331302361005331	0.0
Bacteria|Firmicutes|Clostridia|Lachnospirales	0.12935586655707804	0.07886260334275795	0.21073357577844246	0.3565146765821901	0.09997677036613477	0.10624745900528527	0.05940656565656566	0.14247709133904818	0.10849295144795189	0.03137734028447863	0.28906914845461623	0.03771227352757426	0.28927915415975985	0.2501751927119832
Bacteria|Firmicutes|Clostridia|Oscillospirales	0.13270545053311866	0.09641745105758563	0.20214757590755525	0.12410055965177223	0.10444400764791023	0.08003286353164385	0.06357323232323232	0.1445462607153414	0.06723395007293047	0.10637404288699298	0.13865903782433142	0.09013460555460896	0.2279467765781103	0.25893482831114223
Bacteria|Firmicutes|Clostridia|Christensenellales	0.003996982559645113	0.0019326437851186428	0.001334165393471197	0.004784324674170992	0.0007862337615924807	0.000525138907711072	0.17758838383838385	0.0	0.0	0.002887826008482989	0.013851418638758623	0.021298347248253535	0.0015680301061780386	0.0
Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales	0.0017845682695880292	0.00025052789807093517	0.002582255600266833	0.0020177921039607103	0.007647910226399586	0.007004675430275105	0.027904040404040403	0.011232633757020397	0.0011744103916512378	0.0016903500794846341	0.005757844610621231	0.021411938433577554	0.012320236548541731	0.030133146461107218
Bacteria|Patescibacteria|Saccharimonadia|Saccharimonadales	0.00033214362115360795	0.0	0.0021518796668890277	0.002804604119341616	0.0011793506423887212	0.0038284320368613635	0.015782828282828284	0.0029559562518474726	0.0	0.022804106821794755	0.002408155135888754	0.028284205145680696	0.0008512163433537924	0.0
Bacteria|Firmicutes|Bacilli	0.00684553632750487	0.003936866969686125	0.0033784510770157733	0.0	0.0010900058967532118	0.00126202737498306	0.027967171717171717	0.01093703813183565	0.0017219113215669393	0.001756298029197587	0.0005612993173876044	0.0007383427046061226	0.0008512163433537924	0.0
Bacteria|Actinobacteriota|Coriobacteriia|Coriobacteriales	0.0007825078532262968	0.00021473819834651588	0.00544425555722924	0.010717141080470564	0.013419580794453477	0.010562068030898496	0.023484848484848483	0.0	0.00047227179450743724	0.0020305026622146017	0.02176392837096453	0.007780996194695291	0.02262443438914027	0.023475823405746322
Bacteria|Proteobacteria|Gammaproteobacteria|Burkholderiales	0.0034058795050497088	0.002218961382913997	0.00043037593337780553	0.0010596581174888006	0.0023944391830316458	0.0022106654018159643	0.020517676767676768	0.0	0.005566956020211561	0.0026622146015702554	0.005268971011606221	0.00891690804793548	0.013485058913131133	0.01857042747021724
