group-id	STD-NR	STD-NR	STD-NR	STD-NR	STD-NR	STD-NR	STD-NR	HSD-NR	HSD-NR	HSD-NR	HSD-NR	HSD-NR	HSD-NR	HSD-NR
subject_id	S210421121685	S210421121686	S210421121687	S210421121691	S210421121692	S210421121693	S210421121703	S210421121704	S210421121705	S210421121706	S210421121707	S210421121708	S210421121709	S210421121710
Bacteria|Firmicutes	0.4221095060630285	0.2918828961025017	0.7868348001979729	0.6373811850404193	0.9448564229937637	0.9499085241902697	0.8891414141414141	0.7927874667454922	0.2159577713786575	0.4432604666338084	0.8567057161998226	0.3938774351110354	0.694189328435106	0.6678346180798879
Bacteria|Bacteroidota	0.5560027922582389	0.6972370351812748	0.18445912504572745	0.2568179799236031	0.016796812179475724	0.012916723133215883	0.00946969696969697	0.19302394324563996	0.7690005809361012	0.5193019235975648	0.0891379528870702	0.5078093939910263	0.11607902871735137	0.08794674141555711
Bacteria|Verrucomicrobiota	0.007909521825776597	0.00046526609641745105	0.016698586215058854	0.08713308544524677	0.005342815789003448	0.006149207209649004	0.0	0.0	0.0	0.0	0.0010682793459957632	0.0009087294825921509	0.05550826575870257	0.14260686755430974
Bacteria|Proteobacteria	0.005483184525484986	0.0024694892809849324	0.0042176841471024944	0.0037183212984936358	0.012061540660793738	0.009808239598861634	0.05839646464646465	0.011232633757020397	0.009909348891833042	0.005869367524452805	0.012656394285610821	0.031578349520077244	0.029478965996147126	0.06377014716187807
Bacteria|Patescibacteria	0.00033214362115360795	0.0	0.0021518796668890277	0.002804604119341616	0.0011793506423887212	0.0038284320368613635	0.015782828282828284	0.0029559562518474726	0.0	0.022804106821794755	0.002408155135888754	0.028284205145680696	0.0008512163433537924	0.0
Bacteria|Actinobacteriota	0.0036986162558969565	0.00155685193801224	0.00544425555722924	0.01209406210738715	0.019352071904651286	0.017388873831142432	0.026136363636363635	0.0	0.0005934742904429742	0.004137366108307359	0.022397653406724727	0.021582325211563582	0.10389319474933918	0.0378416257883672
Bacteria|Desulfobacterota	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0037238422027090845	0.0034049967720214086	0.012004562820257473	0.014369284943488386	0.0	0.0
Bacteria|Cyanobacteria	0.004396680815609624	0.006388461400808847	0.0	5.076206550844554e-05	0.0	0.0	0.0010732323232323232	0.0	0.0	0.00011107023109549957	0.0013217693602998425	0.00045436474129607543	0.0	0.0
Bacteria|Campilobacterota	0.0	0.0	0.0001936691700200125	0.0	0.0	0.0	0.0	0.0	0.0006394476509702469	0.00045816470326893576	0.002299516558329863	0.0	0.0	0.0
Archaea|Euryarchaeota	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.358792823140482e-05	0.0004616356479906701	0.0	0.0	0.0	0.0
Bacteria|Elusimicrobiota	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.19467210545453e-05	0.00019090195969538988	0.0	0.0	0.0	0.0
Bacteria|Deferribacterota	6.755463481090332e-05	0.0	0.0	0.0	0.00041098582992334223	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Acidobacteriota	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006815471119441132	0.0	0.0
Bacteria|Chloroflexi	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00045436474129607543	0.0	0.0
