group-id	STD-NR	STD-NR	STD-NR	STD-NR	STD-NR	STD-NR	STD-NR	HSD-NR	HSD-NR	HSD-NR	HSD-NR	HSD-NR	HSD-NR	HSD-NR
subject_id	S210421121685	S210421121686	S210421121687	S210421121691	S210421121692	S210421121693	S210421121703	S210421121704	S210421121705	S210421121706	S210421121707	S210421121708	S210421121709	S210421121710
Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiaceae|Clostridium_sensu_stricto_1	0.000821914723532657	0.0	0.0	0.024867066840949758	0.19048299769490556	0.2937051090933731	0.048484848484848485	0.00325155187703222	0.0010281315172462793	0.020516754250171812	0.00972315269152076	0.014994036462770489	0.001612830966354554	0.0
Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Muribaculaceae|Muribaculaceae|uncultured_bacterium	0.4176340115068061	0.4704556028774919	0.15598975705278562	0.2050343278468001	0.014598931436842199	0.011349776392465104	0.008838383838383838	0.136860774460538	0.27834780101057804	0.4141496532526223	0.06364410001991708	0.43289600726983585	0.08068634917790421	0.06797477224947442
Bacteria|Firmicutes|Clostridia|Peptostreptococcales-Tissierellales|Peptostreptococcaceae|Romboutsia	0.010347118231870026	0.0019147489352564333	0.0	0.009803423901318544	0.20088272608687882	0.23571960970321182	0.050883838383838385	0.0	0.005052890261588421	0.007542362880328768	0.025294682141628493	0.007042653490089169	0.0051072980601227546	0.005255781359495445
Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotellaceae_UCG-003|uncultured_bacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10587246989789735	0.019284568873956114	0.0	0.0	0.0	0.003153468815697267
Bacteria|Firmicutes|Bacilli|Erysipelotrichales|Erysipelotrichaceae|Turicibacter|uncultured_bacterium	0.008095297071506581	0.0007873733939372249	0.0	0.004498788055685985	0.08843342923002698	0.10719609703211817	0.06799242424242424	0.0	0.002892142316806607	0.008958508326796387	0.00405584022886527	0.009598455159879593	0.0010752206442363693	0.003854239663629993
Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Muribaculaceae|Muribaculaceae	0.10865600054043707	0.09176479009341111	0.007208796884078242	0.028661531237706064	0.0010363990493719064	0.00011010977097167638	0.0	0.005911912503694945	0.11774195570675683	0.06864140281701873	0.014575675822484565	0.029476912591582895	0.0018816361274136464	0.0
Bacteria|Verrucomicrobiota|Verrucomicrobiae|Verrucomicrobiales|Akkermansiaceae|Akkermansia	0.007909521825776597	0.00046526609641745105	0.016698586215058854	0.08713308544524677	0.005342815789003448	0.006149207209649004	0.0	0.0	0.0	0.0	0.0010682793459957632	0.0009087294825921509	0.05550826575870257	0.14260686755430974
Bacteria|Firmicutes|Bacilli|Erysipelotrichales|Erysipelotrichaceae|Dubosiella|uncultured_bacterium	0.0	0.0	0.0	0.007588928793512608	0.0004467237281775459	0.00016092966526629624	0.024873737373737374	0.0	7.522913540826433e-05	0.056027989698236066	0.0024805808542613483	0.02391094451070597	0.0070785359078894316	0.011562718990889979
Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1303846298517568	0.0007809625623902313	0.0005975121765739014	0.0	0.0	0.0
Bacteria|Firmicutes|Clostridia|Clostridia_UCG-014|Clostridia_UCG-014|Clostridia_UCG-014|unidentified	0.03708186495828501	0.011685336960022906	0.03285920251339545	0.007068617622051041	0.033468541715061736	0.006394836698739667	0.003977272727272727	0.0	0.0	0.03969372383775416	0.021673396222998787	0.012608621570966093	0.0	0.0
