group-id	NC	NC	NC	NC	NR	NR	NR	NR	NR
subject_id	S210421121673	S210421121674	S210421121675	S210421121676	S210421121677	S210421121678	S210421121679	S210421121680	S210421121681
Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Rikenellaceae	0.026074803879177218	0.024033789433770852	0.0	0.025605567587213992	0.0	0.0029185185185185186	0.011763875594920405	0.0004442445648597065	0.0014318578185544344
Bacteria|Firmicutes|Bacilli	0.0018106430292173699	0.004304034592987487	0.004106016131392516	0.002808741077515662	0.005821281959561892	0.0013185185185185186	0.0014379540472231167	0.006181032402430731	0.0022936869320919376
Bacteria|Firmicutes|Clostridia|Oscillospirales|Oscillospiraceae	0.05772824139848045	0.00278732695345164	0.008448752270360073	0.0057443701516419095	0.006144923092646533	0.009851851851851851	0.027748984389817873	0.04365662637386745	0.005761361554278269
Bacteria|Firmicutes|Clostridia|Oscillospirales|Ruminococcaceae	0.013411884613008834	0.00012555526817349728	0.002711520086768643	0.007277779331020674	0.0018439027713901238	0.027822222222222224	0.0022760254244390435	0.019239628808985807	0.028698230875197645
Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae	0.002486256099820866	0.0011274863081980058	0.006765888216508423	0.00027098114530396125	0.008005859607883217	0.0017333333333333333	0.0006307589839046186	0.003109711954017945	0.001445429930578647
Bacteria|Proteobacteria|Alphaproteobacteria|Rhodospirillales|uncultured	0.0	0.000693065080317705	0.0	0.011929622325405342	0.0	0.0	0.0	0.0	0.0
Bacteria|Firmicutes|Clostridia|Oscillospirales|[Eubacterium]_coprostanoligenes_group	0.021009636172709865	0.0004494878600611203	0.0	0.007869206433866622	0.0	0.01962962962962963	5.2930823824163804e-05	0.01629993637979071	0.002761924796927274
Bacteria|Firmicutes|Clostridia|Clostridia_UCG-014|Clostridia_UCG-014	0.005682871085304837	3.515547508857924e-05	0.0	0.00961122808224923	0.0	0.0004888888888888889	0.0	0.00039488405765307244	0.001574364994808667
Bacteria|Firmicutes|Clostridia|Monoglobales|Monoglobaceae	0.0008995305454320836	0.0	0.002948240094343683	0.00028173436535570577	0.001984431158124244	0.0005333333333333334	0.00039257027669588156	0.008500976241142532	0.0006786056012106324
Bacteria|Firmicutes|Bacilli|Erysipelotrichales|Erysipelotrichaceae	5.0188399530545435e-05	0.005313498949102405	0.0004045760129464324	0.003810941186338249	0.0005408213671282811	0.001288888888888889	0.0008865912990547437	0.005001864730272251	0.0012825645862880953
Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae	0.0004130891345975663	0.0013359080533660113	0.0005293920169405445	4.9464812238024675e-05	0.00040880985231744085	0.0021333333333333334	0.0003616939627984527	0.001875699273852094	0.0022936869320919376
Bacteria|Actinobacteriota|Actinobacteria|Bifidobacteriales|Bifidobacteriaceae	0.0	0.0007181761339524045	0.0	8.602576041395595e-05	0.0	0.0	0.0	0.006115218392821886	0.0
Bacteria|Firmicutes|Clostridia|Oscillospirales|UCG-010	0.0	0.0	0.0	0.0041378390759112815	0.0	0.0004	0.0	0.000422306561656758	0.0002850143525084656
Bacteria|Cyanobacteria|Vampirivibrionia|Gastranaerophilales|Gastranaerophilales	0.00023936005929952437	0.0005172877048748089	0.0	0.004750772618860718	0.0	0.0008148148148148148	0.0	0.0001645350240221135	0.00044109364078691104
Bacteria|Actinobacteriota|Coriobacteriia|Coriobacteriales|Atopobiaceae	0.0	8.035537163103827e-05	0.0	9.032704843465375e-05	0.0	0.00042962962962962963	0.0	0.001595989733014501	0.001737230339099219
Bacteria|Firmicutes|Bacilli|Erysipelotrichales|Erysipelatoclostridiaceae	0.0006061214404842794	0.0011199529921075957	0.00022380800716185624	0.000574221950763156	0.0001405283867341203	0.0	0.0003484612568424117	0.00013711252001842792	0.0002918004085205719
Bacteria|Firmicutes|Bacilli|Acholeplasmatales|Acholeplasmataceae	0.0	0.0013359080533660113	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Patescibacteria|Saccharimonadia|Saccharimonadales|Saccharimonadaceae	0.0	3.7666580452049187e-05	0.0	0.001043062345019216	0.0	0.0	0.0	0.0009488186385275213	0.0
Bacteria|Firmicutes|Clostridia|Peptococcales|Peptococcaceae	0.0017990610908641671	0.00016322184862554648	0.00021520000688640022	0.0006000296788873428	0.00022569710596692048	0.0	0.0011336018102341748	0.0006142640896825571	0.0003189446325689972
Bacteria|Proteobacteria|Gammaproteobacteria|Burkholderiales|Burkholderiaceae	0.00010809809129655939	0.0003841991206109017	0.00013342400426956814	9.247769244500265e-05	0.0	0.0	0.0001102725496336746	0.0005374810784722374	0.00013572112024212647
Bacteria|Firmicutes|Clostridia|Clostridia_vadinBB60_group|Clostridia_vadinBB60_group	0.0023549941318179012	0.00022348837734882519	3.8736001239552037e-05	0.0027592762652776373	0.0	0.0004740740740740741	0.00011468345161902157	0.0003510080512471755	0.00026465618447214665
Bacteria|Firmicutes|Clostridia|uncultured|uncultured	0.0	0.00012806637353696723	0.0	0.0	0.0	0.0	0.0	0.0012943421889739595	0.0
Bacteria|Actinobacteriota|Coriobacteriia|Coriobacteriales|uncultured	3.4745815059608375e-05	0.0	3.012800096409603e-05	0.0	0.0	0.0005629629629629629	4.851992183881682e-05	0.0009981791457341553	0.000251084072447934
Bacteria|Deferribacterota|Deferribacteres|Deferribacterales|Deferribacteraceae	0.00025094199765272716	0.00023353279880270497	0.0	0.00013549057265198062	0.0	0.0	0.0	8.775201281179387e-05	0.0
Bacteria|Firmicutes|Clostridia|Peptostreptococcales-Tissierellales|Anaerovoracaceae	0.0006215640249552165	0.0	0.0004519200144614405	0.0006301386950322274	0.00025124772173676054	0.0	0.0006131153759632307	0.00042779106245749513	0.0001425071762542328
Bacteria|Firmicutes|Clostridia|Oscillospirales|Butyricicoccaceae	0.0015751436160355797	0.0	0.0	7.957382838290926e-05	0.0	0.0	0.0005337191402269851	0.0005429655792729746	0.0003257306885811035
Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae	0.00010037679906109087	0.00015819963789860658	2.1520000688640023e-05	0.0	0.0	0.0	0.0002911195310329009	8.226751201105675e-05	0.00014929323226633913
Bacteria|Firmicutes|Bacilli|Lactobacillales|Aerococcaceae	0.0	0.0	0.0003012800096409603	2.5807728124186787e-05	0.0002469892857751205	0.0	8.38071377215927e-05	0.0	0.00014929323226633913
Bacteria|Firmicutes|Bacilli|Staphylococcales|Staphylococcaceae	0.0	0.0	0.0	0.0	0.0	0.0004148148148148148	0.00027347592309151297	0.00046618256806265496	0.0016422255549297304
Bacteria|Firmicutes|Bacilli|RF39|RF39	0.0	0.0	0.0	3.225966015523348e-05	0.0	0.0	0.0007277988275822523	0.0	0.0
Bacteria|Firmicutes|Clostridia|Lachnospirales|Defluviitaleaceae	0.0	5.022210726939892e-05	0.0	0.00013333992864163172	0.0	0.0005185185185185185	0.0	4.3876006405896936e-05	0.00038680519269006046
Bacteria|Actinobacteriota|Coriobacteriia|Coriobacteriales|Eggerthellaceae	9.65161529433566e-05	0.0002084217451680055	5.595200179046406e-05	0.00027958372134535684	5.535966750132012e-05	0.0	5.7341725809510786e-05	0.0004552135664611807	0.0
Bacteria|Firmicutes|Clostridia|Christensenellales|Christensenellaceae	2.7024522824139848e-05	8.035537163103827e-05	0.00027976000895232027	0.00030969273749024143	0.0001447868226957603	0.0	0.0	0.00026325603843538163	7.464661613316957e-05
Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Morganellaceae	0.0	0.0	0.00021520000688640022	0.0	0.00011923620692592025	0.0	0.0	0.0	0.0
Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiaceae	0.0	2.2599948271229513e-05	0.0	0.0	0.0	0.0	0.0	0.0002906785424390672	0.0
Bacteria|Actinobacteriota|Actinobacteria|Corynebacteriales|Corynebacteriaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003732330806658478
Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae	0.00010423744517882513	4.771100190592897e-05	0.0	5.1615456248373574e-05	0.0	0.0	0.0	0.0	0.0
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Rhizobiaceae	0.0	3.2644369725109294e-05	0.0	0.0	3.832592365476008e-05	0.0	7.498533375089872e-05	0.0	0.0
Bacteria|Firmicutes|Bacilli|Lactobacillales|Enterococcaceae	0.0	0.0	0.00015494400495820815	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Firmicutes|Clostridia|Oscillospirales|[Clostridium]_methylpentosum_group	6.949163011921675e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Proteobacteria|Gammaproteobacteria|Burkholderiales|Alcaligenaceae	0.0	0.0	0.0	0.0	3.406748769312007e-05	0.0	7.93962357362457e-05	0.0	0.0
Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Moraxellaceae	0.0	2.7622158998169405e-05	0.0	0.0	0.0	0.0	0.0	8.226751201105675e-05	0.0
Bacteria|Campilobacterota|Campylobacteria|Campylobacterales|Helicobacteraceae	0.0	1.757773754428962e-05	0.0	0.0	0.0	0.0	0.0	3.8391505605159816e-05	0.0
Bacteria|Proteobacteria|Alphaproteobacteria|Rickettsiales|Mitochondria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.678301121031963e-05	0.0
Bacteria|Proteobacteria|Alphaproteobacteria|Caulobacterales|Caulobacteraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.9360507206634055e-05	0.0
Bacteria|Proteobacteria|Alphaproteobacteria|Sphingomonadales|Sphingomonadaceae	0.0	2.0088842907759566e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Actinobacteriota|Actinobacteria|Micrococcales|Micrococcaceae	0.0	0.0	8.608000275456008e-06	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Proteobacteria|Gammaproteobacteria|Burkholderiales|Comamonadaceae	0.0	0.0	0.0	4.3012880206977976e-06	0.0	0.0	0.0	0.0	0.0
