group-id	NC	NC	NC	NC	NR	NR	NR	NR	NR
subject_id	S210421121673	S210421121674	S210421121675	S210421121676	S210421121677	S210421121678	S210421121679	S210421121680	S210421121681
Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Muribaculaceae|Muribaculaceae	0.4045879918463154	0.2817284440437836	0.4634030868288988	0.5462528254085686	0.4844652256119372	0.4314962962962963	0.38249577656134903	0.52299102735669	0.4847008367207063
Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides	0.11399329791833962	0.38814155603154954	0.06684973013919136	0.07494779311664879	0.07038342957398606	0.23985185185185184	0.3409406689573951	0.03753592348024483	0.2908028582867923
Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotellaceae_NK3B31_group	0.029916146766322812	0.0005122654941478689	0.1389675564469618	0.1887684767203539	0.12849830514248728	0.045422222222222225	0.00918349793349242	0.00604940438321304	0.02877966354734292
Bacteria|Verrucomicrobiota|Verrucomicrobiae|Verrucomicrobiales|Akkermansiaceae|Akkermansia	0.03004354808820804	0.0034502587694077054	0.15214640486868494	0.0031162831709955546	0.1358781746640094	0.0	0.0	0.0002687405392361187	4.071633607263794e-05
Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotellaceae_UCG-001	0.06575452467724999	0.0041458349550888805	0.07769581048626593	0.013512496317022133	0.08513039330914542	0.062488888888888885	0.07202120761674555	0.025003839150560515	0.06560758952504393
Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Tannerellaceae|Parabacteroides	0.006613286799678794	0.07381394215919906	0.02286715273174889	0.008148790155211978	0.025205682456947213	0.0020148148148148148	0.027585781016360035	0.0016563192418226093	0.002327617212152469
Bacteria|Firmicutes|Clostridia|Peptostreptococcales-Tissierellales|Peptostreptococcaceae|Romboutsia	0.0024901167459386	0.08893581865801507	0.0012739840407674894	0.01295117823032107	0.0011114517859880423	0.0017481481481481482	0.00315820582150844	0.05317223526314635	0.004438080631917536
Bacteria|Firmicutes|Clostridia|Lachnospirales|Lachnospiraceae|Lachnospiraceae_NK4A136_group	0.09446614985483971	0.0	0.00042609601363507245	0.0037206141379035954	0.0003236411330846407	0.009555555555555555	0.028741437336520945	0.06236425860518176	0.01135307170825388
Bacteria|Proteobacteria|Gammaproteobacteria|Burkholderiales|Sutterellaceae|Parasutterella	0.0006177033788374823	0.037330092333344216	0.004966816158938117	0.006428274946932859	0.005697787316674332	0.0009037037037037037	0.003489023470409464	0.0002577715376346445	0.001302922754324414
Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Lactobacillus	0.00969794304774847	0.045262674176545774	0.0072522402320716875	0.023396856188585672	0.008465770691740338	0.12222222222222222	0.01824790151338047	0.08729131474453196	0.03759475030706903
Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Muribaculaceae|Muribaculum	0.008771387979492248	0.00032142148652415306	0.014444224462215183	0.013372704456349454	0.013265028020508628	0.0058814814814814815	0.01354146909501524	0.005396748787925323	0.011183420307951221
Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Rikenellaceae|Alistipes	0.026074803879177218	0.024033789433770852	0.0	0.025605567587213992	0.0	0.0029185185185185186	0.011763875594920405	0.0004442445648597065	0.0014318578185544344
Bacteria|Firmicutes|Bacilli	0.0018106430292173699	0.004304034592987487	0.004106016131392516	0.002808741077515662	0.005821281959561892	0.0013185185185185186	0.0014379540472231167	0.006181032402430731	0.0022936869320919376
Bacteria|Firmicutes|Clostridia|Oscillospirales|Oscillospiraceae	0.028082339860399038	0.00046957670296887986	0.0030472320975114273	0.0023872148514872777	0.0024954434735210453	0.004251851851851852	0.02205009902474957	0.008007371169076192	0.0033658837820047366
Bacteria|Firmicutes|Clostridia|Lachnospirales|Lachnospiraceae|[Eubacterium]_xylanophilum_group	0.01182515905862005	0.0	0.007910752253144072	0.00035055497368687054	0.00459911083857121	0.0028444444444444446	0.003233191155259339	0.02576070026106224	0.0026126315646609346
Bacteria|Firmicutes|Clostridia|Oscillospirales|Ruminococcaceae|Ruminococcus	0.0016330533078015937	0.0	0.0015150080484802575	0.005563716054772602	0.0011668114534893624	0.023955555555555556	0.001085081888395358	0.005204791259899524	0.026329897326972537
Bacteria|Firmicutes|Clostridia|Lachnospirales|Lachnospiraceae	0.07423250355179443	0.0004494878600611203	0.0033786401081164837	0.01226727343503012	0.0026828146558332054	0.002459259259259259	0.037642637542951156	0.04296557927297458	0.0018322351232687075
Bacteria|Firmicutes|Clostridia|Peptostreptococcales-Tissierellales|Peptostreptococcaceae|Clostridioides	0.0	0.015902830266855166	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Firmicutes|Clostridia|Oscillospirales|Oscillospiraceae|uncultured	0.014651152016801531	0.0	0.004458944142686213	0.0014731911470889957	0.0026189381164086053	0.0026074074074074072	0.0011953544380290326	0.03120132505539346	0.00015607928827844546
Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Escherichia-Shigella	0.002486256099820866	0.0011274863081980058	0.006765888216508423	0.00027098114530396125	0.008005859607883217	0.0017333333333333333	0.0006307589839046186	0.003109711954017945	0.001445429930578647
Bacteria|Proteobacteria|Alphaproteobacteria|Rhodospirillales|uncultured|uncultured	0.0	0.000693065080317705	0.0	0.011929622325405342	0.0	0.0	0.0	0.0	0.0
Bacteria|Firmicutes|Clostridia|Oscillospirales|[Eubacterium]_coprostanoligenes_group|[Eubacterium]_coprostanoligenes_group	0.021009636172709865	0.0004494878600611203	0.0	0.007869206433866622	0.0	0.01962962962962963	5.2930823824163804e-05	0.01629993637979071	0.002761924796927274
Bacteria|Firmicutes|Clostridia|Clostridia_UCG-014|Clostridia_UCG-014|Clostridia_UCG-014	0.005682871085304837	3.515547508857924e-05	0.0	0.00961122808224923	0.0	0.0004888888888888889	0.0	0.00039488405765307244	0.001574364994808667
Bacteria|Firmicutes|Clostridia|Lachnospirales|Lachnospiraceae|Roseburia	0.0050535857681141515	0.003334747922688088	0.007191984230143496	0.0001806540968693075	0.00493126884357913	0.0	0.00663840748794721	0.0012724041857710112	0.0
Bacteria|Firmicutes|Clostridia|Oscillospirales|Oscillospiraceae|Oscillibacter	0.0075089566989931435	0.00012806637353696723	0.00021950400702412822	0.000339801753635126	0.00018311274635052037	0.0	0.002068713031127735	0.0	0.0
