group-id	NC	NC	NC	NC	NR	NR	NR	NR	NR
subject_id	S210421121673	S210421121674	S210421121675	S210421121676	S210421121677	S210421121678	S210421121679	S210421121680	S210421121681
Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Muribaculaceae|Muribaculaceae|uncultured_bacterium	0.37163737723145346	0.22027416248358364	0.3552263473672431	0.4642444680059444	0.3763265028020509	0.253437037037037	0.33938803145855295	0.47098150626329993	0.3985314974789802
Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides|Bacteroides_fragilis	0.03246803385014516	0.286795854667266	0.006180544197777415	0.026085161201521795	0.0050292128706968505	0.2294962962962963	0.30657533158955674	0.030740626988131542	0.2822999301036231
Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotellaceae_NK3B31_group|uncultured_bacterium	0.029916146766322812	0.0005122654941478689	0.1389675564469618	0.1887684767203539	0.12849830514248728	0.045422222222222225	0.00918349793349242	0.00604940438321304	0.02877966354734292
Bacteria|Verrucomicrobiota|Verrucomicrobiae|Verrucomicrobiales|Akkermansiaceae|Akkermansia	0.03004354808820804	0.0034502587694077054	0.15214640486868494	0.0031162831709955546	0.1358781746640094	0.0	0.0	0.0002687405392361187	4.071633607263794e-05
Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotellaceae_UCG-001|uncultured_bacterium	0.06575452467724999	0.0041458349550888805	0.07769581048626593	0.013512496317022133	0.08513039330914542	0.062488888888888885	0.07202120761674555	0.025003839150560515	0.06560758952504393
Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides	0.06698993143492495	0.005403898742187324	0.06066918594141395	0.03595016527699219	0.06535421670328921	0.0006222222222222223	0.019707910070530323	0.0021499243138889497	0.0020426028596440037
Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides|Bacteroides_caecimuris	0.014461980357032552	0.09594180262209621	0.0	0.012912466638134789	0.0	0.009733333333333333	0.014657427297308026	0.004645372178224338	0.006460325323525221
Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Tannerellaceae|Parabacteroides|Parabacteroides_goldsteinii	0.006613286799678794	0.07381394215919906	0.02286715273174889	0.008148790155211978	0.025205682456947213	0.0020148148148148148	0.027585781016360035	0.0016563192418226093	0.002327617212152469
Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Muribaculaceae|Muribaculaceae	0.024777626783618507	0.05957848585368793	0.10432896333852683	0.06548280882710328	0.1044466588311445	0.17576296296296295	0.041987375998517935	0.03448105653423426	0.08095764822442844
Bacteria|Firmicutes|Clostridia|Peptostreptococcales-Tissierellales|Peptostreptococcaceae|Romboutsia	0.0024901167459386	0.08893581865801507	0.0012739840407674894	0.01295117823032107	0.0011114517859880423	0.0017481481481481482	0.00315820582150844	0.05317223526314635	0.004438080631917536
Bacteria|Firmicutes|Clostridia|Lachnospirales|Lachnospiraceae|Lachnospiraceae_NK4A136_group	0.09430014207177713	0.0	0.00042609601363507245	0.0032883346918234665	0.0003236411330846407	0.009555555555555555	0.028741437336520945	0.062029704056336794	0.01135307170825388
Bacteria|Proteobacteria|Gammaproteobacteria|Burkholderiales|Sutterellaceae|Parasutterella	0.0006177033788374823	0.037330092333344216	0.004966816158938117	0.006428274946932859	0.005697787316674332	0.0009037037037037037	0.003489023470409464	0.0002577715376346445	0.001302922754324414
Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Lactobacillus|Lactobacillus_faecis	0.0	0.001245508260281093	0.0	0.0007591773356531614	0.0	0.10531851851851852	0.006779556351478313	0.047364148915165744	0.02829785357048337
Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Lactobacillus	0.00823861881524492	0.02681358307113208	0.0052121441667886135	0.015749166087784986	0.006200282760147853	0.014888888888888889	0.006550189448240271	0.01776978259438826	0.006419608987452583
Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Lactobacillus|Lactobacillus_intestinalis	0.0014593242325035517	0.017203582845132598	0.002040096065283074	0.006888512765147524	0.0022654879315924846	0.0020148148148148148	0.004918155713661887	0.022157383234977953	0.002877287749133081
Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Muribaculaceae|Muribaculum|uncultured_bacterium	0.008771387979492248	0.00032142148652415306	0.014444224462215183	0.013372704456349454	0.013265028020508628	0.0058814814814814815	0.01354146909501524	0.005396748787925323	0.011183420307951221
Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Rikenellaceae|Alistipes|uncultured_bacterium	0.024279603434430787	0.02316243587264678	0.0	0.021254814754278168	0.0	0.0	0.010414139587404229	0.00014808152161990216	0.0
