group-id	NC	NC	NC	NC	NR	NR	NR	NR	NR
subject_id	S210421121673	S210421121674	S210421121675	S210421121676	S210421121677	S210421121678	S210421121679	S210421121680	S210421121681
Bacteria|Bacteroidota|Bacteroidia	0.6557114398665761	0.7726972536040639	0.7842275610952819	0.8706086537613689	0.8069480641150119	0.790074074074074	0.8575322767752778	0.599077506965316	0.8848338434185435
Bacteria|Verrucomicrobiota|Verrucomicrobiae	0.03004354808820804	0.0034502587694077054	0.15214640486868494	0.0031162831709955546	0.1358781746640094	0.0	0.0	0.0002687405392361187	4.071633607263794e-05
Bacteria|Firmicutes|Clostridia	0.2976287911544876	0.12354638388272134	0.03845624123059972	0.0704142355428333	0.027598923467388896	0.0781037037037037	0.11531862150491154	0.2851008051247175	0.0637414241217147
Bacteria|Proteobacteria|Gammaproteobacteria	0.0034166718141948236	0.039075310560955825	0.012102848387291148	0.006847650528950895	0.013856950619176588	0.002637037037037037	0.0046005707707169035	0.004069499594146941	0.003033367037411527
Bacteria|Firmicutes|Bacilli	0.012577985051578233	0.05867197681747528	0.012972256415112205	0.030698292603720184	0.015624201543257192	0.12737777777777778	0.022367683967694552	0.1009532062391681	0.04554800795325765
Bacteria|Proteobacteria|Alphaproteobacteria	0.0	0.0007457982929505739	0.0	0.011929622325405342	3.832592365476008e-05	0.0	7.498533375089872e-05	0.00012614351841695368	0.0
Bacteria|Actinobacteriota|Actinobacteria	0.0	0.0007181761339524045	8.608000275456008e-06	8.602576041395595e-05	0.0	0.0	0.0	0.006115218392821886	0.0003732330806658478
Bacteria|Cyanobacteria|Vampirivibrionia	0.00023936005929952437	0.0005172877048748089	0.0	0.004750772618860718	0.0	0.0008148148148148148	0.0	0.0001645350240221135	0.00044109364078691104
Bacteria|Actinobacteriota|Coriobacteriia	0.00013126196800296498	0.0002887771167990438	8.608000275456009e-05	0.0003699107697800106	5.535966750132012e-05	0.0009925925925925927	0.00010586164764832761	0.003049382445209837	0.001988314411547153
Bacteria|Patescibacteria|Saccharimonadia	0.0	3.7666580452049187e-05	0.0	0.001043062345019216	0.0	0.0	0.0	0.0009488186385275213	0.0
Bacteria|Deferribacterota|Deferribacteres	0.00025094199765272716	0.00023353279880270497	0.0	0.00013549057265198062	0.0	0.0	0.0	8.775201281179387e-05	0.0
Bacteria|Campilobacterota|Campylobacteria	0.0	1.757773754428962e-05	0.0	0.0	0.0	0.0	0.0	3.8391505605159816e-05	0.0
