group-id	NC	NC	NC	NC	NR	NR	NR	NR	NR
subject_id	S210421121673	S210421121674	S210421121675	S210421121676	S210421121677	S210421121678	S210421121679	S210421121680	S210421121681
Bacteria|Bacteroidota	0.6557114398665761	0.7726972536040639	0.7842275610952819	0.8706086537613689	0.8069480641150119	0.790074074074074	0.8575322767752778	0.599077506965316	0.8848338434185435
Bacteria|Verrucomicrobiota	0.03004354808820804	0.0034502587694077054	0.15214640486868494	0.0031162831709955546	0.1358781746640094	0.0	0.0	0.0002687405392361187	4.071633607263794e-05
Bacteria|Firmicutes	0.31020677620606585	0.18221836070019662	0.051428497645711925	0.10111252814655348	0.04322312501064609	0.2054814814814815	0.1376863054726061	0.3860540113638857	0.10928943207497235
Bacteria|Proteobacteria	0.0034166718141948236	0.0398211088539064	0.012102848387291148	0.018777272854356236	0.013895276542831349	0.002637037037037037	0.0046755561044678024	0.004195643112563895	0.003033367037411527
Bacteria|Actinobacteriota	0.00013126196800296498	0.0010069532507514484	9.46880030300161e-05	0.0004559365301939666	5.535966750132012e-05	0.0009925925925925927	0.00010586164764832761	0.009164600838031722	0.0023615474922130007
Bacteria|Cyanobacteria	0.00023936005929952437	0.0005172877048748089	0.0	0.004750772618860718	0.0	0.0008148148148148148	0.0	0.0001645350240221135	0.00044109364078691104
Bacteria|Patescibacteria	0.0	3.7666580452049187e-05	0.0	0.001043062345019216	0.0	0.0	0.0	0.0009488186385275213	0.0
Bacteria|Deferribacterota	0.00025094199765272716	0.00023353279880270497	0.0	0.00013549057265198062	0.0	0.0	0.0	8.775201281179387e-05	0.0
Bacteria|Campilobacterota	0.0	1.757773754428962e-05	0.0	0.0	0.0	0.0	0.0	3.8391505605159816e-05	0.0
