	S210421121673	S210421121674	S210421121675	S210421121676	S210421121688	S210421121689	S210421121690	S210421121698	S210421121699	S210421121700	S210421121701	S210421121702
K07464	28543.82477208526	28481.380200500855	14897.74700520761	19916.58717413457	12981.919307200358	22474.95216526025	20897.423790143195	790.4157957352095	2375.696985807369	2247.053854299562	2668.650106984709	571.3614144151974
K07465	0.21322272909465398	191.78668145518387	0.537475108711136	27.099157004591273	1253.6026988823842	935.8792565469068	382.8726330193843	62.07516992940391	96.08775613775833	40.25792822757786	11.86221118581466	0.8780587321105439
K07467	10958.1540975184	15378.820299006667	2221.0261323429872	8029.019603700919	4338.350000711928	4077.108049544002	3920.1805574759364	590.2236105462375	2263.493153132045	1918.2753343765435	1530.5778377118827	268.5525403454733
K07469	9331.591894225274	3625.511737889754	457.6510664416709	2315.026035045884	1748.7504114030667	1769.6483489418056	1805.667696519381	234.2936887331702	748.4594151719764	987.3125817348262	257.5255156113267	40.859618526891076
K07470	137.9917482279409	96.22911396345754	350.34968085296276	27.082032846427502	74.64134988413737	156.60260802038127	158.6290660639577	32.484003045158616	26.669616404352414	74.35454774328424	71.96021812197498	15.500199953134493
K07471	1.3801360181194972e-08	9.622526066007167e-09	3.368884801769939e-08	2.6998310447262208e-09	7.415028925656521e-09	1.564461028660109e-08	1.5794712086715595e-08	3.214179879785256e-09	2.5927584273112075e-09	7.371999742957031e-09	6.986738455996468e-09	1.5430465051771062e-09
K07473	41524.425229505854	31288.673181410508	7217.603868102877	21499.584839207684	10401.428500310263	17053.28241008844	17140.14148261262	1045.0392252558486	2531.160985446706	3650.595284800831	1973.2863586414487	772.9502175124303
K07474	29011.96551395052	48261.371751739614	3069.4405305047117	23633.481854801175	8156.49224868767	7901.5952936803615	8512.464784822841	678.8625234076446	1791.22033183555	2246.7560414391996	1791.6832637458735	379.62274030604465
K07475	2698.2025732432976	1113.9211232946564	95.94843760433025	39.047466375850625	74.26810225239419	51.15024798406832	36.7193857547486	4.460069440978145	4.167947384024929	16.328777238158022	1.8491255513630243	6.359336223349974
K07476	9.35681354792463	6.036297271610647	1.7436682119077331	11.149205660335728	29.062352777701136	20.599134721380413	19.308740407533442	55.75555699917824	2.6881079014093636	24.202802578102684	19.158863109184168	2.6939544007522933e-82
K07478	135762.57287296845	255067.23677282227	113722.24036916078	207667.6268615295	47390.71234376187	102520.50661440929	64269.59555221442	6398.849487517235	8318.486355063043	7629.294606157646	40507.14886256673	1773.1394658322495
K07479	145.1481320493666	99.39659270670214	341.2508538323797	31.08132544722554	74.63940702717424	156.59850888060237	158.62492759509047	32.48316087828067	28.168937059900124	77.18261616065976	71.95838748401053	15.61289548373092
K07480	572.8669850965614	399.64784819767254	1396.86269192654	113.15479139945775	314.01148267833986	651.6211867908219	664.3634401668008	137.7160390716067	116.86303451568781	314.00161614665126	316.06661105366663	64.95767806045905
