group-id	NC	NC	NC	NC	HSD-NC	HSD-NC	HSD-NC	HSD-NC	HSD-NC	HSD-NC	HSD-NC	HSD-NC
subject_id	S210421121673	S210421121674	S210421121675	S210421121676	S210421121688	S210421121689	S210421121690	S210421121698	S210421121699	S210421121700	S210421121701	S210421121702
Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Prevotellaceae	0.09667314249155412	0.005161538054865341	0.21726932937408824	0.20394109177956252	0.009215788558511562	0.0015161967720170723	0.00026394138389746407	0.0	0.010128844864824607	0.002509105625252934	0.0008972450498582761	0.0
Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Muribaculaceae	0.41904438670817434	0.3132260586718013	0.4791837509818985	0.5649165640340682	0.37563799646097357	0.032416286985725004	0.0454929369285669	0.00197320594038841	0.16667907946674612	0.030433023067583973	0.01953547176736883	0.5626598465473146
Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiaceae	0.0	2.504250269206904e-05	0.0	0.0	0.06037824623850584	0.4336777627000432	0.23542515678118203	0.4023263059507737	0.018768153720116185	0.0169971671388102	0.6599645180366647	0.015089514066496165
Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Bacteroidaceae	0.10443633015783847	0.3213203520419378	0.06495204882301657	0.06666204097208972	0.0026184704450376915	0.00044727804774503634	0.0	0.0	0.03224845460639011	0.0	0.0001835273965619201	0.0
Bacteria|Verrucomicrobiota|Verrucomicrobiae|Verrucomicrobiales|Akkermansiaceae	0.030358354984434614	0.0038231554109892066	0.15257192676547515	0.0031418584884386545	0.0912884715701617	0.003494833559499352	0.011001076880846302	0.0	0.0008937216057198183	0.02120598947794415	0.024368359876832724	0.009974424552429667
Bacteria|Firmicutes|Clostridia|Peptostreptococcales-Tissierellales|Peptostreptococcaceae	0.0025162090677152823	0.11616938748820915	0.0012775471095496647	0.013057468473000398	0.014892550656151872	0.15102836046062057	0.21188158533752824	0.16813791670993872	0.01698071050867655	0.017725617159044922	0.05603703175023961	0.008184143222506393
Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Tannerellaceae	0.006682583151932215	0.08179159629259661	0.022931107408910027	0.008215667227532135	0.0006443892110834944	0.0002804964028231584	0.0	0.0	0.001117152007149773	0.0	0.0	0.0
Bacteria|Firmicutes|Clostridia|Oscillospirales|[Eubacterium]_coprostanoligenes_group	0.021229782552723356	0.000498067553542262	0.0	0.007933788964249164	0.03751777184530568	0.11630745438142963	0.13632044595536225	0.010073735590403988	0.004617561629552395	0.013273978146499393	0.0021615448928403924	0.06930946291560103
Bacteria|Firmicutes|Bacilli|Erysipelotrichales|Erysipelotrichaceae	5.0714291287284755e-05	0.005887770632935343	0.00040570752803266376	0.0038422175579801905	0.04557775118393732	0.08906139838828284	0.07330180113600372	0.13085470973102087	0.07216801966187533	0.03779846216106839	0.08925549052794714	0.005370843989769821
Bacteria|Firmicutes|Clostridia|Lachnospirales|Lachnospiraceae	0.19086908690869087	0.01622475924416162	0.021437758422747245	0.018176811393085742	0.02345372160340401	0.05213442600580703	0.07127473130767119	0.05213417800394641	0.10039472704252625	0.13557264265479563	0.01029792614041885	0.0887468030690537
Bacteria|Proteobacteria|Gammaproteobacteria|Burkholderiales|Sutterellaceae	0.0006241758927665816	0.04136464944669981	0.004980707312230787	0.006481031761175389	0.0010637536182965621	0.0	0.0	0.0	0.002830118418112758	0.0	0.0	0.0
Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Rikenellaceae	0.026348024873409325	0.026631310362865864	0.0	0.02581571232805426	0.0032935448566489716	9.85527901811097e-05	0.0	0.0	0.002383257615252849	0.0	0.00020391932951324457	0.0
Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae	0.009799561516435332	0.05015456789161605	0.007272523241862111	0.02358887404811879	0.0006648460114353514	0.018785678005291528	0.048839713676386745	0.0274171772769758	0.011320473672451032	0.0017806556050182112	0.0026101674177695304	0.0
Bacteria|Firmicutes|Clostridia|Clostridia_UCG-014|Clostridia_UCG-014	0.005742418213452551	3.895500418766295e-05	0.0	0.009690107373935367	0.23770802008857794	0.05709238945030286	0.09892523068476952	0.06999688441167307	0.28025620019363967	0.268069607446378	0.03641999225106548	0.061636828644501276
Bacteria|Firmicutes|Clostridia|Oscillospirales|Oscillospiraceae	0.05833313827836684	0.003088575332021848	0.008472381675831054	0.005791514163298583	0.01530168666318901	0.00209235154538356	0.007031398467028442	0.0077889708173226714	0.01854472331868623	0.20420882233913396	0.0014886111054466854	0.034782608695652174
Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae	0.0025123079683854912	0.001249342634304333	0.0067848110007164624	0.00027320508595118735	0.003539026460871255	0.005534118217862314	0.007780991997297241	0.015577941634645343	0.009011692857674834	0.02784297855119385	0.006647770142131772	0.018414322250639385
Bacteria|Proteobacteria|Alphaproteobacteria|Rhodospirillales|uncultured	0.0	0.0007679700825567839	0.0	0.012027528664851081	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Firmicutes|Bacilli	0.0018296155856720425	0.0047692055126895925	0.004117499805778311	0.0028317923988273866	0.00014319760246299875	0.001425224965696048	0.0006545746320657109	0.0009346764980787206	0.0	0.0	0.0014274353065927118	0.0
Bacteria|Actinobacteriota|Actinobacteria|Bifidobacteriales|Bifidobacteriaceae	0.0	0.0007957950855479717	0.0	8.673177331783726e-05	0.019116879928810334	0.010484500678498055	0.005996748242150384	0.007685117873091702	0.010426752066731214	0.004613516794819911	0.00016313546361059565	0.0
Bacteria|Patescibacteria|Saccharimonadia|Saccharimonadales|Saccharimonadaceae	0.0	4.173750448678173e-05	0.0	0.0010516227514787767	0.003794736465269467	0.005625090024183339	0.015361388542832408	0.0037387059923148823	0.01519326729723691	0.03245649534601376	0.0005505821896857604	0.012531969309462916
Bacteria|Firmicutes|Clostridia|Oscillospirales|Ruminococcaceae	0.013552419071694403	0.0001391250149559391	0.0027191036453252998	0.007337508022689032	0.021899004776662883	0.000796003305308963	0.002449376042568466	0.011112265032713677	0.016682803306769942	0.05350060704168353	0.038642712942759845	0.06342710997442455
Bacteria|Firmicutes|Clostridia|Monoglobales|Monoglobaceae	0.0009089561438413345	0.0	0.0029564857095997306	0.000284046557615917	0.0078042693342334326	0.004017921445845242	0.009290736713190735	0.0022847647730813167	0.0	0.07810602994738972	0.0019576255633271477	0.02608695652173913
Bacteria|Firmicutes|Clostridia|Oscillospirales|UCG-010	0.0	0.0	0.0	0.004171798296587972	0.0015342600263892725	4.5485903160512173e-05	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Proteobacteria|Gammaproteobacteria|Burkholderiales|Burkholderiaceae	0.00010923078123415179	0.0004257225457651737	0.0001337971635001338	9.323665631667505e-05	0.0015342600263892725	0.004525847364470961	0.0022804535568740894	0.004777235434624572	0.012810009681984062	0.0016187778227438284	0.004159954322070189	0.0
Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae	0.00010142858257456951	0.00017529751884448329	2.1580187661311902e-05	0.0	0.00038867920668528234	0.0007732603537287069	0.0032412001942608583	0.0	0.028077753779697623	0.000971266693646297	0.002671343216623504	0.0
Bacteria|Proteobacteria|Gammaproteobacteria|Burkholderiales|Comamonadaceae	0.0	0.0	0.0	0.0	0.0	0.0005761547733664875	0.00026394138389746407	0.0015577941634645342	0.06583749162135995	0.0035613112100364224	0.00562817349456555	0.0
