group-id	NC	NC	NC	NC	HSD-NC	HSD-NC	HSD-NC	HSD-NC	HSD-NC	HSD-NC	HSD-NC	HSD-NC
subject_id	S210421121673	S210421121674	S210421121675	S210421121676	S210421121688	S210421121689	S210421121690	S210421121698	S210421121699	S210421121700	S210421121701	S210421121702
Bacteria|Bacteroidota|Bacteroidia	0.6531844673829085	0.748130855424067	0.7843362365879134	0.8695510763413069	0.39141018953225526	0.03475881099849138	0.04575687831246437	0.00197320594038841	0.21255678856036345	0.03294212869283691	0.022064071453333063	0.5626598465473146
Bacteria|Firmicutes|Clostridia	0.2996668461172358	0.1368990147166441	0.03785164915794108	0.07099212475498275	0.4292450417830147	0.8190494962436224	0.776536666737051	0.7653961989822411	0.4948983391673494	0.7976527721570215	0.8113950121332001	0.36726342710997445
Bacteria|Verrucomicrobiota|Verrucomicrobiae	0.030358354984434614	0.0038231554109892066	0.15257192676547515	0.0031418584884386545	0.0912884715701617	0.003494833559499352	0.011001076880846302	0.0	0.0008937216057198183	0.02120598947794415	0.024368359876832724	0.009974424552429667
Bacteria|Firmicutes|Bacilli	0.012709781616459519	0.06501311948891035	0.013008537122238815	0.030950233308470226	0.049975963259586566	0.11110689945341107	0.12458033319960303	0.17603074047149236	0.11655619274595963	0.05617159044921084	0.0976365749709415	0.009974424552429667
Bacteria|Proteobacteria|Gammaproteobacteria	0.0034524729068651544	0.04329848715458737	0.012136697540721815	0.006899512567433954	0.006628003314001657	0.011485190548029323	0.013746067273379927	0.02191297123273445	0.1227377671855217	0.03537029542695265	0.02338954709516915	0.031457800511508954
Bacteria|Proteobacteria|Alphaproteobacteria	0.0	0.0008264025888382783	0.0	0.012027528664851081	6.13704010555709e-05	0.00031082033826349985	0.00031672966067695685	0.0009346764980787206	0.007075296045281895	0.0006475111290975314	0.0019168416974244989	0.0
Bacteria|Actinobacteriota|Actinobacteria	0.0	0.0007957950855479717	8.63207506452476e-06	8.673177331783726e-05	0.019116879928810334	0.010825644952201896	0.005996748242150384	0.013604735694256933	0.010426752066731214	0.004613516794819911	0.00016313546361059565	0.0
Bacteria|Patescibacteria|Saccharimonadia	0.0	4.173750448678173e-05	0.0	0.0010516227514787767	0.003794736465269467	0.005625090024183339	0.015361388542832408	0.0037387059923148823	0.01519326729723691	0.03245649534601376	0.0005505821896857604	0.012531969309462916
Bacteria|Actinobacteriota|Coriobacteriia	0.0001326373772128986	0.00031998753439865996	8.632075064524761e-05	0.0003729466252667002	0.008192948540918715	0.0033432138822976445	0.006704111150995587	0.014020147471180808	0.015044313696283607	0.018939700526102794	0.018515875119802606	0.0033248081841432226
Bacteria|Cyanobacteria|Vampirivibrionia	0.00024186815844705038	0.0005731950616184691	0.0	0.0047897621814775625	0.0002863952049259975	0.0	0.0	0.0005192647211548448	0.0	0.0	0.0	0.0
Bacteria|Deferribacterota|Deferribacteres	0.0002535714564364238	0.00025877252781804675	0.0	0.00013660254297559368	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Desulfobacterota|Desulfovibrionia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0018693529961574412	0.004617561629552395	0.0	0.0	0.0
Bacteria|Gemmatimonadota|Gemmatimonadetes	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002813299232736573
Bacteria|Campilobacterota|Campylobacteria	0.0	1.9477502093831474e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
