group-id	NR	NR	NR	NR	NR	STD-NR	STD-NR	STD-NR	STD-NR	STD-NR	STD-NR	STD-NR
subject_id	S210421121677	S210421121678	S210421121679	S210421121680	S210421121681	S210421121685	S210421121686	S210421121687	S210421121703	S210421121704	S210421121705	S210421121706
Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Muribaculaceae	0.49772463144989293	0.43738796794216556	0.39688342347738764	0.5282629911071636	0.497112761391561	0.5347469266447517	0.5684522207267834	0.16645513799556866	0.00884117461319861	0.14665878178592548	0.39791448990679984	0.49116589375468606
Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Bacteroidaceae	0.07035975939414321	0.23984119224330772	0.34046704603512973	0.03752316413917124	0.29010486125684576	0.008955509524023957	0.014751009421265142	0.005184245057758083	0.0	0.0	0.040786559117315165	0.0003124045430562884
Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Prevotellaceae	0.21356536842239696	0.1078915011184688	0.08109000898504255	0.031042687807712972	0.09413819481583276	0.005786463727653442	0.10851502916105878	0.011981844386602707	0.0006315124723713293	0.046422235363690126	0.30153801145149833	0.027005637166421372
Bacteria|Verrucomicrobiota|Verrucomicrobiae|Verrucomicrobiales|Akkermansiaceae	0.1358367353888986	0.0	0.0	0.0002686491880215358	4.0617659204300054e-05	0.007908542351510785	0.0004665769403319874	0.016692838858175404	0.0	0.0	0.0	0.0
Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae	0.008462923625094185	0.12221679036487267	0.018221137753034654	0.08726164237858701	0.03750363866530372	0.04274553068852164	0.05069537909376402	0.26596682943618644	0.1307862330281023	0.38823181549379066	0.009140301751159778	0.015099552914387271
Bacteria|Firmicutes|Clostridia|Lachnospirales|Lachnospiraceae	0.01588288131047606	0.016636297646030546	0.07918729409277497	0.13980174786451308	0.017993623027504926	0.1286925293826271	0.0774876626289816	0.21042441973024717	0.05942532365014209	0.14222353636901242	0.1084883186358507	0.031431368193052124
Bacteria|Firmicutes|Bacilli|Erysipelotrichales|Erysipelotrichaceae	0.0005406394871161779	0.0012888316074841119	0.0008852909568189426	0.004994681842604471	0.0012794562649354518	0.00988427072544693	0.0015612382234185733	0.00017209112224923098	0.10350489422166088	0.0	0.0068625402265223385	0.07005151203798839
Bacteria|Firmicutes|Clostridia|Oscillospirales|Ruminococcaceae	0.0018432826607976773	0.02782098573396738	0.0022638783671887386	0.01917277980635328	0.028628680129164155	0.03017066690683118	0.027510094212651413	0.0464000688364489	0.03542784970003158	0.0452395032525133	0.009742132319137377	0.046555219238565995
Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Tannerellaceae	0.02519720570268234	0.0020295394278772795	0.027545321611669983	0.0016557562200510982	0.0023219761845124864	0.0009456477687215743	0.002781516375056079	0.0	0.0	0.0	0.02747523717975509	0.0004929049457110328
Bacteria|Firmicutes|Clostridia|Oscillospirales|[Eubacterium]_coprostanoligenes_group	0.0	0.019643571396826806	5.285319145187717e-05	0.016294395648979682	0.0027552312160250203	0.018625883730355293	0.03183490354419022	0.10596510852496396	0.007388695926744553	0.09077468953282082	0.050010448447360724	0.038575018744272584
Bacteria|Firmicutes|Clostridia|Clostridia_UCG-014|Clostridia_UCG-014	0.0	0.0004888671614594907	0.0	0.0003947498272969506	0.0015705494892329355	0.07058585130814608	0.052364288918797665	0.07126723600146277	0.166277233975371	0.08042578356002365	8.358757888577758e-06	0.17560953597511872
Bacteria|Firmicutes|Clostridia|Peptostreptococcales-Tissierellales|Peptostreptococcaceae	0.0011110780010812789	0.0017480704561278757	0.003149169324007681	0.053148678136342206	0.004427324853268706	0.010351465754041519	0.0019201435621354868	0.0	0.05089990527312915	0.0	0.0050570485225895434	0.007539362972425093
Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiaceae	0.0	0.0	0.0	0.0002905797339824775	0.0	0.0008218129418651776	0.0	0.0	0.048500157878118094	0.003252513305736251	0.001028127220295064	0.020521507317208632
Bacteria|Firmicutes|Bacilli	0.005819324243211143	0.0013184599202998386	0.0014358450344426632	0.006178931324495323	0.00228812813517557	0.006844688611699014	0.003947958725886047	0.0033772882741411577	0.02797600252604989	0.01094027202838557	0.0017219041250470181	0.0017564077642942433
Bacteria|Firmicutes|Clostridia|Oscillospirales|Oscillospiraceae	0.006142856534713738	0.00985141401122913	0.027717094483888587	0.04370209546366657	0.0057406291675410745	0.07911356779393885	0.03528039479587259	0.045819261298857744	0.020776760341016734	0.008574807806031934	0.004446859196723367	0.018865763239010302
Bacteria|Proteobacteria|Gammaproteobacteria|Burkholderiales|Sutterellaceae	0.00569587113197989	0.0009036635408796646	0.0034839062032029034	0.0002576839150410649	0.0012997650945376017	0.0033266537578241096	0.002225213100044863	0.0004302278056230774	0.0	0.0	0.005395578217076942	0.001596734331176585
Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae	0.008169190360440514	0.0017332562997200123	0.0006298338648015363	0.0031086548899634855	0.001441926901752652	0.0017843472778853514	0.0002512337371018394	0.0025813668337384644	0.027912851278812757	0.011235955056179775	0.0009361808835207088	0.0016904556940934715
Bacteria|Firmicutes|Clostridia|Christensenellales|Christensenellaceae	0.0001447381304090555	0.0	0.0	0.00026316655153130035	7.446570854121677e-05	0.004002116449768091	0.0019380888290713323	0.00133370619743154	0.1775813072308178	0.0	0.0	0.0028880064424759103
Bacteria|Patescibacteria|Saccharimonadia|Saccharimonadales|Saccharimonadaceae	0.0	0.0	0.0	0.0009484961128107284	0.0	0.00033210249020579097	0.0	0.002151139028115387	0.015787811809283233	0.0029568302779420462	0.0	0.022791646996750993
Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Rikenellaceae	0.0	0.002918388812349081	0.011751026232800691	0.00044409355570906937	0.0014283876820178852	0.005448732381681452	0.004504262000897263	0.0007744100501215393	0.0	0.0	0.0009069252309106867	0.0
Bacteria|Actinobacteriota|Actinobacteria|Bifidobacteriales|Bifidobacteriaceae	0.0	0.0	0.0	0.006129587596083204	0.0	0.002825685594632323	0.0013458950201884253	0.0	0.000884117461319861	0.0	0.0	0.001982033267612674
Bacteria|Firmicutes|Negativicutes|Veillonellales-Selenomonadales|Selenomonadaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007096585447402516	0.0010448196384438089
Bacteria|Firmicutes|Clostridia|Monoglobales|Monoglobaceae	0.0019837637873711725	0.0005333096306830808	0.000391994503268089	0.008503569196355143	0.0006769609867383343	0.0001688656729859954	0.0	0.0020866048572719255	0.03523839595832018	0.023063276167947958	0.0	0.002270139679542362
Bacteria|Firmicutes|Clostridia|Peptococcales|Peptococcaceae	0.00022562120328470416	0.0	0.0011319391835943693	0.000619537923396603	0.0003181716637670171	0.006850317467465214	0.0027994616419919245	0.0005162733667476929	0.0013261761919797915	0.0	0.0	0.00023603898808697343
Bacteria|Desulfobacterota|Desulfovibrionia|Desulfovibrionales|Desulfovibrionaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003723826639361391	0.003405209519313543
Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae	0.00040867236821380375	0.002133238522732323	0.0003611634749211607	0.001875061679660515	0.0022948977450429533	0.0001801233845183951	0.0	0.0	0.004357436059362172	0.0	0.00089438709407782	0.0007879536808197495
