group-id	NR	NR	NR	NR	NR	STD-NR	STD-NR	STD-NR	STD-NR	STD-NR	STD-NR	STD-NR
subject_id	S210421121677	S210421121678	S210421121679	S210421121680	S210421121681	S210421121685	S210421121686	S210421121687	S210421121703	S210421121704	S210421121705	S210421121706
Bacteria|Bacteroidota|Bacteroidia|Bacteroidales	0.8068469649691155	0.7900685895441684	0.8577368263420306	0.598928692829808	0.8851061813307699	0.5558832800468321	0.6990040376850606	0.18439563749005097	0.00947268708556994	0.19308101714961562	0.769009905128098	0.5190636194496127
Bacteria|Verrucomicrobiota|Verrucomicrobiae|Verrucomicrobiales	0.1358367353888986	0.0	0.0	0.0002686491880215358	4.0617659204300054e-05	0.007908542351510785	0.0004665769403319874	0.016692838858175404	0.0	0.0	0.0	0.0
Bacteria|Firmicutes|Bacilli|Lactobacillales	0.009118502215770496	0.12435002888760499	0.01866598544775462	0.08913670405824753	0.039947467827429105	0.04292565407304003	0.05069537909376402	0.26596682943618644	0.13514366908746447	0.38823181549379066	0.010114097045179087	0.01588750659520702
Bacteria|Firmicutes|Clostridia|Lachnospirales	0.01588288131047606	0.017154793120305763	0.07918729409277497	0.13984560895643497	0.018379490789945774	0.12947494033412887	0.0774876626289816	0.2106395336330587	0.05942532365014209	0.14222353636901242	0.1084883186358507	0.03147649329371581
Bacteria|Firmicutes|Bacilli|Erysipelotrichales	0.000681120613689673	0.0012888316074841119	0.001233241133877134	0.005131747754860357	0.0015705494892329355	0.010126311523393525	0.0017765814266487213	0.00066685309871577	0.10577833912219767	0.0	0.010799515192042463	0.07007233900752548
Bacteria|Firmicutes|Clostridia|Oscillospirales	0.007986139195511416	0.05771595336503563	0.030566762389668965	0.08013421494128097	0.037733805400794754	0.1327227901112262	0.0955585464333782	0.202013466130316	0.06359330596779286	0.14458900059136606	0.06722531031888661	0.10636333342589764
Bacteria|Firmicutes|Clostridia|Clostridia_UCG-014	0.0	0.0004888671614594907	0.0	0.0003947498272969506	0.0015705494892329355	0.07058585130814608	0.052364288918797665	0.07126723600146277	0.166277233975371	0.08042578356002365	8.358757888577758e-06	0.17560953597511872
Bacteria|Firmicutes|Clostridia|Peptostreptococcales-Tissierellales	0.001362241227379346	0.0017480704561278757	0.0037613854583252587	0.0535818064190708	0.0045694866604837564	0.011606700589904085	0.0024405563032750114	0.0036354249575150043	0.05449952636564572	0.0	0.0050570485225895434	0.008587653772458416
Bacteria|Firmicutes|Clostridia|Clostridiales	0.0	0.0	0.0	0.0002905797339824775	0.0	0.0008218129418651776	0.0	0.0	0.048500157878118094	0.003252513305736251	0.001028127220295064	0.020521507317208632
Bacteria|Firmicutes|Bacilli	0.005819324243211143	0.0013184599202998386	0.0014358450344426632	0.006178931324495323	0.00228812813517557	0.006844688611699014	0.003947958725886047	0.0033772882741411577	0.02797600252604989	0.01094027202838557	0.0017219041250470181	0.0017564077642942433
Bacteria|Proteobacteria|Gammaproteobacteria|Burkholderiales	0.005729927162664373	0.0009036635408796646	0.0036732968059054634	0.0007949822910841366	0.0014351572918852686	0.0034054577385509073	0.002225213100044863	0.0004302278056230774	0.020397852857593938	0.0	0.005566932753792786	0.00266238093915748
