	S210421121677	S210421121678	S210421121679	S210421121680	S210421121681	S210421121685	S210421121686	S210421121687	S210421121703	S210421121704	S210421121705	S210421121706
EC:2.7.1.73	407.72776058095644	25.311245558916035	30.705456332160384	122.77364092800049	46.68726429438668	68.11821138131178	3.0071697548342553	26.01226680635767	198.77162277956978	8.14	58.39628430360132	180.16594511436392
EC:2.7.1.74	78.62486236822319	24.194598629994147	86.97241230090144	1133.1035075594668	122.12541760602763	219.71842859639818	12.36918338087396	9.20265783073365	93.72120465670447	0.0	139.8322499198392	305.66465105039543
EC:2.7.1.76	657.7348623682257	114.86459862999965	988.0824123009039	4102.873507559538	404.7954176060763	1812.1584285964227	160.14918338087625	235.20265783077616	467.6112046567415	29.11	458.7222499198616	972.1146510504668
EC:2.7.1.78	2.9780987203468667	0.19269125447632504	32.13198705772557	7.467287187623464	0.35399323887569356	1.9223710078875	0.47385003448384333	4.604991088189864	0.005139991707820754	0.0	836.1628048461425	7.463884923638706
EC:2.7.1.8	10.785235743403714	0.06856135791052394	6.296247925253803	140.78109315205344	5.195769808202261	45.55566597994058	35.88828136942122	8.292203431781727	37.14827665925821	0.0	3496.5899019886533	67.0011040736362
EC:2.7.1.83	2145.233865617081	6991.90643893482	3831.7584132113816	16776.890498683817	4892.122911916127	12758.28442940424	4343.196031992762	25659.936709790763	3620.563298978201	2418.950925209945	6285.154660652302	13196.785138914727
EC:2.7.1.85	0.012070038602613528	0.02692164988731083	0.012070038602613528	0.3473488886752115	0.23774995790703563	0.3238594363513611	0.04862107425383829	0.2194826989114109	0.18621504006206308	0.0	0.10403316621800927	0.3855582701521747
EC:2.7.1.87	384.0737300282664	23.905043525093404	29.218335322171228	115.83357682570201	43.517481469064684	66.08419834234085	2.861737054081413	24.515547429964105	96.1503815331609	7.764846540074235	63.78800557939887	107.2042213019192
EC:2.7.1.89	410.27276058095646	25.311245558916035	30.705456332160384	122.77364092800049	46.68726429438668	68.11821138131178	3.0071697548342553	26.01226680635767	101.60100324824262	8.14	63.57628430360132	106.1659451143639
EC:2.7.1.90	92958.73455365682	20209.24553214341	85883.74011253903	30771.372575740257	48936.572971661495	25854.56468861061	12274.97078248216	2526.519111869387	312.7277520770653	194.1	67431.58240198386	41126.534588122006
EC:2.7.1.91	0.0022025067442602844	0.0719490779038254	0.021601344754239322	0.38441796319208693	0.3054136492954269	0.06518162097048825	0.0020348261896561064	0.08911476089704669	0.46150461088567996	0.0	0.018811945463836296	0.5340859348943622
EC:2.7.1.92	568.1018042279372	109.76632641638709	677.7909039989447	6938.172558960517	279.8550763569732	2614.1971563344982	440.7032755950336	568.9905856573395	394.93322491857447	15.497888523986097	17092.762998288075	3014.144676315337
EC:2.7.1.95	883.274692686949	1034.1005420423621	7583.855396646666	7088.020562800569	1961.7252499252413	5867.047403784814	1468.859844206827	2112.282046627128	318.59679579580063	121.79553433771802	1984.9369052186396	5055.182188110737
EC:2.7.10.1	0.013171555927796293	0.4301661191733515	0.1291503814761833	2.298401682038926	1.826030519452647	0.39294852898506083	0.012763154429547816	0.5330282711879798	2.759306208991168	0.0	38.365669347046094	3.193792812135755
EC:2.7.10.2	22.66400472650187	10.662239288086234	26.187517637763897	486.0977580921439	30.12083855045809	2077.822080904963	307.98619701058476	467.7548074790588	202.6168101524636	22.919572701879023	0.3306562660649752	6974.288729546288
EC:2.7.11.1	209717.70273341498	75452.14213988272	317581.385899569	160210.01485403115	167079.19651527313	153641.6991081065	45838.37538695906	55006.810000809375	20736.573926270845	3527.2099445779663	292577.4786200995	235951.39596088638
EC:2.7.11.11	1.8103224015615214e-05	4.0378384429890724e-05	1.8103224015615214e-05	0.0005209705577827045	0.00035658881378906263	0.00018175565685416765	1.6724995026772082e-05	0.0003120384929605116	0.00027179065755891357	0.0	0.00015462239277534725	0.0005235813963859084
EC:2.7.11.22	0.0	0.0	0.0	0.0	0.0	0.0008204718195209361	0.0	0.0	0.001437202314731304	0.0	0.0014867610152392802	0.001896996924999748
EC:2.7.11.23	0.0	0.0	0.0	0.0	0.0	0.0008204718195209361	0.0	0.0	0.001437202314731304	0.0	0.0014867610152392802	0.001896996924999748
EC:2.7.11.24	4.533271018453977e-06	1.011124646914426e-05	4.533271018453977e-06	0.00013045746597550889	8.929424580176938e-05	4.551386266591827e-05	4.188145447090196e-06	7.81382949003888e-05	6.805973952129222e-05	0.0	3.871935801975815e-05	0.00013111125222725923
EC:2.7.11.25	3.560732489034899e-15	1.1624311122565746e-13	3.490060138189505e-14	6.211188599246262e-13	4.934607561046723e-13	1.0532916280977675e-13	3.2896479168244228e-15	1.4401217406916405e-13	7.456225797234732e-13	0.0	3.041275835799149e-14	8.629158944641379e-13
EC:2.7.11.26	2.2803021014965643e-07	5.086105921856534e-07	2.2803021014965643e-07	6.562202714306779e-06	4.491632102392307e-06	0.0002091954006764178	3.8462504728542915e-05	1.5605069585727453e-05	8.53081423812296e-06	0.0	1.9476407455374976e-06	4.382472779513845e-05
EC:2.7.11.5	413.1827613263575	25.311245605310365	72.97545638886663	151.3736411528075	57.69726437884435	71.61821150699858	3.0071697603882455	26.01226685393685	358.66162295481666	8.140000015069827	72.8862843924096	405.4259453074576
EC:2.7.12.1	2.9783883685381864	3.1292509953368466	35.221323711995886	7.88418803164169	5.137869482551912	17.489360021219877	0.4741176312696507	6.247259228951698	0.011879384787432126	0.0	836.1652787754526	16.20063257144434
EC:2.7.13.1	0.0	0.0	0.7136804396680962	0.16229006115580666	0.23789347988936538	0.0	0.0	0.0	418.8410288910821	0.0	7.992131720821799	304.44450878123047
EC:2.7.13.3	283716.72517410334	94060.12140297222	418836.75972176774	338735.4121754086	185299.59648849137	345202.2161033171	88760.90129321568	119710.75862093562	50697.610053218326	8638.458664768983	492957.758449781	460496.19470038055
EC:2.7.14.1	11262.213212459736	529.511842742529	979.7202287815813	7454.144776359094	815.3945610692967	7985.34679242098	1790.1687860606116	3219.2344121640235	2353.385393865022	239.07518603598191	19377.92223238846	16040.890330754784
EC:2.7.2.1	85093.84464622731	42711.80825318486	107265.54193738029	96215.81616538815	67068.7046580297	82101.64677889907	27801.139933615563	53331.659122844016	14918.856611191204	4599.506673638893	130866.43578080328	131961.65818742535
