	210421121677	210421121678	210421121679	210421121680	210421121681	210421121685	210421121686	210421121687	210421121703	210421121704	210421121705	210421121706
1CMET2-PWY	97073.53826309607	29072.01334886324	110996.68596019072	71285.9232923475	60363.2522472972	64836.95390024216	21161.748361333517	24777.943372432877	6947.850483780314	1625.6397338689521	115427.1083003083	93341.41405242737
3-HYDROXYPHENYLACETATE-DEGRADATION-PWY	6.324867849885075	1.3258097464874345	60.506570470990425	90.65841170153551	25.120234265087447	26.0070029071132	0.3370515748225464	3.7071637244763047	485.93577699960434	0.17428136430763327	261.02877196184795	1012.6930664942023
AEROBACTINSYN-PWY	271.51034501390745	20.80710684682053	28.843513237858325	101.74231149885144	38.67345685513875	57.83553305261755	2.4866416269254645	21.458032163859414	83.5268637136093	6.722286893383729	48.849230450603756	100.83553663575903
ALL-CHORISMATE-PWY	5228.37883215513	305.0715340557775	418.59740041779827	1608.7935229331163	610.5753961748187	1156.1165693287178	62.636432175231285	414.4647419971061	522.3232074348501	40.01992451071997	735.5081863275853	1555.9440129381019
ANAEROFRUCAT-PWY	41859.377066226734	30717.248087455286	59986.42606459495	78393.78263715823	43558.079508971314	65513.80240839866	20436.00686029669	26085.881327084204	9287.692056514463	1719.5236793001645	102554.10853572885	92682.73581861256
ANAGLYCOLYSIS-PWY	121070.02939116395	37433.89398984384	136782.9141303679	92483.901302352	73649.0428262201	88411.48859278733	27391.26174666881	33481.52652697551	12822.207856601593	2503.4407710882883	153532.17947946824	136687.70846675246
ARG+POLYAMINE-SYN	4744.832413527423	3372.7634804933696	6606.595911373788	19016.906600908886	5341.783345818137	23233.818275981095	5365.644193568459	8132.1905231954615	4745.8698469452465	451.8527515162522	14111.415650619429	41574.58511949714
ARGDEG-PWY	1060.664941810321	19.84855744700191	22.98372790367206	107.13132831265162	42.525325779691485	52.96514216734117	2.246874437427194	20.90065638587838	82.92371870022494	5.5793557454439675	83.71469852971114	97.20779304208675
ARGORNPROST-PWY	1841.6176551541269	2719.139261030182	2970.9542244645777	10796.851570421046	2642.96138238342	11177.894336341102	2464.8974132123535	3828.19566234928	1128.2938309348297	150.8119320717945	27016.455221387318	15666.241801414908
ARGSYN-PWY	54003.43756627514	12183.56291088272	41739.84386683905	50118.11976230247	18350.030228923468	55935.833843734945	14153.04543589855	18755.774100403174	7269.786086988806	1183.3833237556692	83214.57372206762	86885.96890775008
ARGSYNBSUB-PWY	38253.532394169284	9076.415219369079	32192.112601086596	47168.50979389921	13617.106193213223	53744.43375342495	12256.14865078394	17948.791986003496	6864.391153978401	1133.7791279758915	71912.63577801855	83002.84575201875
ARO-PWY	64472.20210602935	16348.511174745494	67513.87837717606	64609.60708550198	30794.97966716775	68808.44819014582	19369.605605197838	17898.669437640438	7657.33875216196	1025.6494512542436	107940.66023785988	105429.08490847865
ASPASN-PWY	108702.09658050229	33658.824672776085	138115.28373791714	70560.50496678046	71375.0090152798	61036.43593506343	20478.630028053194	20888.616627134903	5617.767490619833	1402.9621534181197	120773.0941043336	87299.43789350765
AST-PWY	764.5506106705689	27.812406240178674	62.78649179794059	178.74408808537643	64.90266637183167	80.46251107664828	3.305691584430654	28.579434008260254	199.36031611466828	8.94922128257805	100.39101155388533	229.1933774943992
BIOTIN-BIOSYNTHESIS-PWY	86854.49028375246	23571.899728748253	90756.67268808917	45831.14187655946	54173.32561782513	39347.20399323609	14446.2252104253	4893.277155331547	1512.8366153179452	319.8070387209339	88566.23410752632	63930.117067925
BRANCHED-CHAIN-AA-SYN-PWY	101310.3251684623	28834.787483485074	118541.58377733993	76648.61360755595	63522.855227955355	79702.95086767159	23099.58534090042	22872.569761198003	9452.955231144413	1344.363385617156	135515.23455675258	122651.31356917233
CALVIN-PWY	109151.2812650858	31758.75747278088	124656.37580096444	90645.88736790683	64460.2159108683	83532.44539296927	26056.140961203248	27127.453123291984	10974.714320918918	1620.0563288672943	174340.7518360246	119463.76698397724
CATECHOL-ORTHO-CLEAVAGE-PWY	9.880314250864696	0.5724788805792007	57.76389914529755	93.08072049055423	50.74992731265982	14.04562699224719	0.03720129673887296	1.5320673138944199	378.6973244086988	0.0	43.93002731800967	505.7478959812642
CENTBENZCOA-PWY	0.25603484498389634	0.16240423720627292	0.7081528691955369	2.659508016615102	1.653006343124534	13.409280792517816	0.108508999806429	1.4589413052129176	1.2131101591312914	0.0	59.42097093798967	2.4395168627544725
CENTFERM-PWY	4435.491995709617	1456.779200918201	1585.3882353204626	12775.309153698709	1848.148764480329	13616.264880177963	2679.162588355118	3353.585706332973	2558.905170430914	170.47553270611718	13359.045232043742	13699.710115758415
CHLOROPHYLL-SYN	1.6120875821669125	11.905075465534946	8.915053324596851	71.89615128093195	47.9746131059964	20.05358762497038	0.5541767479595013	19.45807159433772	72.21885031816747	0.0	221.63998599668432	97.98479623598521
COA-PWY	105937.71636712179	31802.99259694936	110095.90990770963	75824.93784872915	61226.648130753616	67923.30747867012	22234.635232684406	27610.91176567038	8819.905405996396	2046.8558122216277	119105.49529079313	104651.94990848152
COBALSYN-PWY	60400.68890579033	15070.6480500894	64926.492969890925	29557.58053668584	34120.20234578407	32236.638651447873	8948.192648873604	10646.184265550637	5748.895865838225	560.0093158933823	67812.5830323319	47616.910062888695
CODH-PWY	2704.739102535069	155.98289583331163	1939.9682542538442	684.0732914044867	624.3752234642392	3219.83449512649	487.37196065306335	279.41137459800444	408.5279036479262	6.136741584175485	4634.042800932914	5660.550140976086
